Drew Smyly,4.75,4.5,5,3.2
Domingo German,4.56,5.5,5,4.1
Austin Cox,4.86,3.5,4,4.2
Cristian Javier,6.4,4.5,4,4.1
Tyler Wells,4.38,5.5,4,6.0
Jake Irvin,3.09,4.5,3,6.0
Luke Weaver,4.52,3.5,2,5.0
Miles Mikolas,4.27,4.5,2,6.1
Gavin Williams,4.23,4.5,2,6.1
Bryce Elder,4.75,3.5,1,6.2
Martin Perez,4.36,3.5,0,1.1
Aaron Nola,6.95,6.5,12,7.1
Joe Musgrove,5.87,5.5,11,7.0
Zach Eflin,5.5,5.5,9,7.0
Kenta Maeda,5.19,5.5,9,7.0
Jesus Luzardo,5.96,6.5,8,6.0
Clarke Schmidt,4.47,4.5,7,5.0
Logan Gilbert,6.34,5.5,7,9.0
Zach Davies,3.25,3.5,6,5.2
Tarik Skubal,5.43,5.5,6,4.0
Chris Bassitt,5.2,4.5,5,6.0
Shohei Ohtani,8.12,7.5,5,5.0
Kyle Hendricks,3.96,3.5,5,6.0
Lucas Giolito,6.18,5.5,4,6.0
Shane Bieber,4.96,5.5,4,4.2
Emmet Sheehan,4.02,5.5,4,3.2
Brandon Bielak,3.82,4.5,4,7.0
Kyle Gibson,4.44,4.5,4,6.0
JP Sears,5.09,5.5,4,7.1
Wade Miley,4.0,3.5,4,5.0
Zack Greinke,3.38,3.5,3,5.1
Kolby Allard,4.72,3.5,3,5.0
Kyle Freeland,4.56,3.5,3,6.1
Luis Ortiz,3.68,3.5,3,3.1
Keaton Winn,3.47,3.5,2,4.0
Patrick Corbin,3.3,4.5,2,5.0
Kodai Senga,6.19,5.5,12,8.0
Pablo Lopez,7.29,7.5,12,9.0
Dean Kremer,4.36,5.5,10,7.0
Taijuan Walker,4.62,4.5,8,7.0
Eduardo Rodriguez,4.79,4.5,7,4.0
Alex Cobb,5.81,5.5,7,6.0
Bobby Miller,5.01,6.5,7,5.2
Seth Lugo,4.77,5.5,6,6.0
Josiah Gray,4.45,5.5,6,5.0
Justin Steele,5.77,5.5,5,6.0
Alec Marsh,4.46,4.5,5,5.0
Patrick Sandoval,5.06,4.5,5,5.0
J.P. France,4.25,5.5,4,6.0
Adrian Houser,3.65,3.5,4,5.0
Osvaldo Bido,4.5,4.5,4,4.0
Chase Anderson,3.67,3.5,3,4.0
Brayan Bello,4.83,4.5,3,7.0
Cal Quantrill,3.11,3.5,3,4.1
Graham Ashcraft,3.86,3.5,2,6.0
Jon Gray,5.3,4.5,2,6.0
Tommy Henry,3.85,4.5,2,6.0
Randy Vasquez,4.36,4.5,1,5.0
Tommy Milone,2.07,4.5,0,4.1
Lance Lynn,6.46,5.5,11,7.0
Freddy Peralta,5.96,6.5,10,5.1
Julio Urias,5.52,5.5,8,6.0
Eury Perez,5.22,5.5,7,6.0
Johan Oviedo,5.42,4.5,6,6.2
Hogan Harris,3.79,3.5,6,4.2
Marcus Stroman,5.06,4.5,6,5.0
Jose Berrios,4.66,4.5,6,7.0
Kyle Bradish,4.73,5.5,5,6.0
Jack Flaherty,4.56,5.5,5,6.2
Michael Lorenzen,4.86,4.5,4,5.0
Tanner Bibee,4.68,6.5,4,5.0
Carlos Carrasco,4.4,3.5,4,8.0
Brandon Williamson,3.82,3.5,4,3.0
Luis Severino,5.28,5.5,3,2.2
Nathan Eovaldi,5.61,5.5,3,5.1
Kutter Crawford,4.43,4.5,3,4.0
Cristopher Sanchez,4.95,3.5,2,6.0
MacKenzie Gore,4.87,6.5,1,1.1
Ryne Nelson,3.54,4.5,1,3.0
Aaron Civale,3.98,5.5,9,7.0
Hunter Brown,6.65,6.5,8,3.0
Dylan Cease,7.0,7.5,8,6.0
Tyler Glasnow,7.37,7.5,8,5.2
Alek Manoah,4.88,4.5,8,6.0
Zack Wheeler,6.53,6.5,7,6.0
Andrew Abbott,7.03,7.5,6,4.1
Charlie Morton,6.14,6.5,6,6.1
Corbin Burnes,7.3,6.5,6,6.0
Tony Gonsolin,4.67,5.5,5,6.2
Zac Gallen,5.62,6.5,5,7.0
Jordan Montgomery,5.25,5.5,5,4.1
Sandy Alcantara,4.05,5.5,5,6.2
Bailey Ober,6.22,5.5,5,6.0
Trevor Williams,3.33,3.5,5,6.0
Yu Darvish,6.41,5.5,4,5.0
Jameson Taillon,4.76,5.5,4,8.0
Cole Irvin,3.98,3.5,4,6.1
Luis Castillo,7.63,5.5,3,7.0
Rich Hill,4.69,4.5,3,4.0
Daniel Lynch,4.82,3.5,3,6.0
Alex Faedo,4.34,3.5,2,3.2
Justin Verlander,5.63,5.5,2,6.0
Carlos Rodon,7.52,6.5,2,5.1
Cody Bradford,5.48,4.5,1,5.0
Griffin Canning,5.7,5.5,0,2.2
Spencer Strider,9.1,9.5,11,6.1
Blake Snell,7.13,7.5,11,6.0
Colin Rea,4.6,4.5,7,4.2
David Peterson,5.71,4.5,7,5.1
Kevin Gausman,6.69,7.5,7,6.0
Gavin Williams,3.35,5.5,7,5.2
Miles Mikolas,4.24,4.5,6,7.0
Framber Valdez,3.72,6.5,6,6.0
Sonny Gray,6.2,4.5,5,6.0
Gerrit Cole,7.13,7.5,5,7.1
Bryan Woo,7.42,5.5,4,6.0
Taj Bradley,6.37,5.5,4,5.0
Tyler Wells,4.32,5.5,4,6.0
Andrew Heaney,6.07,5.5,4,3.0
Ranger Suarez,5.27,4.5,4,5.2
Brady Singer,5.99,3.5,3,5.0
James Paxton,6.4,6.5,3,6.0
Braxton Garrett,5.03,5.5,3,5.0
Drew Smyly,4.66,4.5,3,4.0
Jake Irvin,3.02,3.5,1,5.0
Luke Weaver,4.37,4.5,1,3.2
Kyle Gibson,4.35,4.5,11,7.0
Logan Webb,6.08,5.5,10,9.0
Joe Ryan,7.17,5.5,10,4.1
Jesus Luzardo,5.82,7.5,9,6.1
Steven Matz,6.03,3.5,9,5.1
Domingo German,4.57,5.5,9,6.0
Joe Musgrove,5.92,5.5,7,6.0
Max Scherzer,6.46,6.5,7,5.0
Logan Gilbert,6.38,4.5,6,7.0
Zach Davies,3.34,4.5,6,5.1
Patrick Corbin,3.28,3.5,6,7.0
Shane Bieber,4.86,6.5,6,6.1
Aaron Nola,7.11,5.5,6,6.0
Zach Eflin,5.76,5.5,5,5.0
Lucas Giolito,6.18,6.5,5,7.0
Brandon Bielak,3.83,4.5,5,5.0
Kyle Hendricks,4.04,3.5,5,5.2
Tarik Skubal,5.47,4.5,5,4.0
Ryan Yarbrough,3.87,2.5,5,6.0
Chris Bassitt,5.16,5.5,4,4.0
JP Sears,5.18,4.5,4,5.0
Dane Dunning,4.69,3.5,4,5.2
Bryce Elder,4.61,4.5,0,3.1
Kyle Freeland,4.51,3.5,0,6.1
Framber Valdez,5.03,6.5,13,6.1
Spencer Strider,9.08,9.5,10,6.0
Johan Oviedo,5.51,4.5,10,7.0
Kodai Senga,5.91,5.5,9,6.0
Clarke Schmidt,4.81,4.5,8,6.0
Blake Snell,7.21,7.5,7,5.0
Michael Lorenzen,4.85,4.5,7,6.2
Reid Detmers,5.51,6.5,6,6.0
Lance Lynn,6.6,6.5,6,5.1
Freddy Peralta,6.02,6.5,6,6.0
Alex Cobb,5.84,4.5,5,6.0
Braxton Garrett,4.89,4.5,5,4.2
Zac Gallen,5.57,5.5,5,5.0
George Kirby,6.01,6.5,4,5.0
Gavin Williams,3.27,4.5,4,5.0
Andrew Heaney,5.94,4.5,4,5.1
James Paxton,5.43,6.5,4,3.0
Taijuan Walker,4.7,4.5,3,5.0
Ranger Suarez,5.29,4.5,3,6.0
Marcus Stroman,5.15,4.5,3,6.0
Andrew Abbott,6.03,6.5,3,6.0
Tony Gonsolin,4.64,3.5,3,5.0
Ryan Weathers,3.5,4.5,2,4.2
Connor Seabold,4.26,3.5,1,2.1
Kyle Gibson,4.49,4.5,1,5.1
Gerrit Cole,7.05,6.5,11,6.0
Kutter Crawford,6.04,4.5,9,6.0
Cristian Javier,6.28,5.5,7,5.0
Joe Ryan,7.3,7.5,7,5.1
JP Sears,5.17,5.5,7,6.1
Jack Flaherty,4.61,4.5,7,6.0
Zack Wheeler,6.53,6.5,7,7.0
Max Scherzer,6.49,6.5,6,7.0
Justin Steele,5.68,5.5,6,6.0
Tanner Bibee,4.21,4.5,6,6.0
Dylan Cease,7.09,6.5,6,5.0
Reese Olson,5.65,4.5,5,5.1
Bobby Miller,4.77,4.5,5,4.2
Adrian Houser,3.64,3.5,5,5.2
Seth Lugo,4.97,4.5,5,5.1
Tyler Anderson,4.87,3.5,5,3.0
Tommy Henry,3.73,3.5,5,4.1
Brady Singer,5.9,3.5,4,8.0
Yusei Kikuchi,4.88,5.5,4,4.2
Ben Lively,5.12,4.5,3,4.0
Osvaldo Bido,4.66,4.5,3,2.2
Bryce Miller,5.36,5.5,3,5.0
Josiah Gray,4.43,4.5,2,5.0
Martin Perez,4.23,3.5,2,5.0
Kolby Allard,4.6,4.5,1,1.2
Chase Anderson,4.29,3.5,1,5.0
Alex Wood,5.54,4.5,1,3.2
Zach Eflin,5.73,5.5,0,3.0
Griffin Canning,5.01,5.5,12,5.2
Drew Smyly,4.67,4.5,7,6.0
Logan Webb,6.22,5.5,7,7.0
Shane McClanahan,6.54,5.5,6,6.0
MacKenzie Gore,4.83,5.5,6,6.1
Sonny Gray,6.19,5.5,5,5.2
Logan Gilbert,6.41,7.5,5,5.0
Grayson Rodriguez,5.99,4.5,4,5.0
Dane Dunning,4.63,4.5,4,7.0
Jordan Lyles,4.68,4.5,4,6.0
Brandon Williamson,4.24,4.5,3,6.0
Miles Mikolas,4.21,3.5,3,6.0
Matt Manning,3.95,4.5,3,5.2
Luis Severino,5.11,4.5,3,6.0
Jesus Luzardo,5.82,6.5,2,4.0
Emmet Sheehan,3.96,3.5,2,5.0
Griffin Canning,5.01,5.5,12,5.2
Griffin Canning,5.01,5.5,12,5.2
Logan Webb,6.22,5.5,7,7.0
Logan Webb,6.22,5.5,7,7.0
Drew Smyly,4.67,4.5,7,6.0
Drew Smyly,4.67,4.5,7,6.0
Shane McClanahan,6.54,5.5,6,6.0
Shane McClanahan,6.54,5.5,6,6.0
MacKenzie Gore,4.83,5.5,6,6.1
MacKenzie Gore,4.83,5.5,6,6.1
Logan Gilbert,6.41,7.5,5,5.0
Sonny Gray,6.19,5.5,5,5.2
Sonny Gray,6.19,5.5,5,5.2
Logan Gilbert,6.41,7.5,5,5.0
Jordan Lyles,4.68,4.5,4,6.0
Grayson Rodriguez,5.99,4.5,4,5.0
Grayson Rodriguez,5.99,4.5,4,5.0
Dane Dunning,4.63,4.5,4,7.0
Dane Dunning,4.63,4.5,4,7.0
Jordan Lyles,4.68,4.5,4,6.0
Luis Severino,5.11,4.5,3,6.0
Luis Severino,5.11,4.5,3,6.0
Brandon Williamson,4.24,4.5,3,6.0
Matt Manning,3.95,4.5,3,5.2
Matt Manning,3.95,4.5,3,5.2
Miles Mikolas,4.21,3.5,3,6.0
Brandon Williamson,4.24,4.5,3,6.0
Miles Mikolas,4.21,3.5,3,6.0
Emmet Sheehan,3.96,3.5,2,5.0
Emmet Sheehan,3.96,3.5,2,5.0
Jesus Luzardo,5.82,6.5,2,4.0
Jesus Luzardo,5.82,6.5,2,4.0
Griffin Canning,5.01,5.5,12,5.2
Griffin Canning,5.01,5.5,12,5.2
Griffin Canning,5.01,5.5,12,5.2
Logan Webb,6.22,5.5,7,7.0
Logan Webb,6.22,5.5,7,7.0
Logan Webb,6.22,5.5,7,7.0
Drew Smyly,4.67,4.5,7,6.0
Drew Smyly,4.67,4.5,7,6.0
Drew Smyly,4.67,4.5,7,6.0
Shane McClanahan,6.54,5.5,6,6.0
Shane McClanahan,6.54,5.5,6,6.0
Shane McClanahan,6.54,5.5,6,6.0
MacKenzie Gore,4.83,5.5,6,6.1
MacKenzie Gore,4.83,5.5,6,6.1
MacKenzie Gore,4.83,5.5,6,6.1
Logan Gilbert,6.41,7.5,5,5.0
Logan Gilbert,6.41,7.5,5,5.0
Sonny Gray,6.19,5.5,5,5.2
Sonny Gray,6.19,5.5,5,5.2
Logan Gilbert,6.41,7.5,5,5.0
Sonny Gray,6.19,5.5,5,5.2
Dane Dunning,4.63,4.5,4,7.0
Jordan Lyles,4.68,4.5,4,6.0
Dane Dunning,4.63,4.5,4,7.0
Dane Dunning,4.63,4.5,4,7.0
Jordan Lyles,4.68,4.5,4,6.0
Grayson Rodriguez,5.99,4.5,4,5.0
Grayson Rodriguez,5.99,4.5,4,5.0
Grayson Rodriguez,5.99,4.5,4,5.0
Jordan Lyles,4.68,4.5,4,6.0
Luis Severino,5.11,4.5,3,6.0
Luis Severino,5.11,4.5,3,6.0
Luis Severino,5.11,4.5,3,6.0
Brandon Williamson,4.24,4.5,3,6.0
Matt Manning,3.95,4.5,3,5.2
Matt Manning,3.95,4.5,3,5.2
Matt Manning,3.95,4.5,3,5.2
Miles Mikolas,4.21,3.5,3,6.0
Miles Mikolas,4.21,3.5,3,6.0
Brandon Williamson,4.24,4.5,3,6.0
Brandon Williamson,4.24,4.5,3,6.0
Miles Mikolas,4.21,3.5,3,6.0
Emmet Sheehan,3.96,3.5,2,5.0
Emmet Sheehan,3.96,3.5,2,5.0
Emmet Sheehan,3.96,3.5,2,5.0
Jesus Luzardo,5.82,6.5,2,4.0
Jesus Luzardo,5.82,6.5,2,4.0
Jesus Luzardo,5.82,6.5,2,4.0
Domingo German,4.69,5.5,9,6.0
Taj Bradley,6.61,4.5,9,5.0
Logan Allen,4.19,4.5,8,5.0
Patrick Sandoval,5.26,4.5,7,7.1
Hunter Brown,6.67,5.5,7,5.1
Joe Musgrove,5.9,5.5,7,6.0
Luke Weaver,4.64,3.5,6,2.2
Patrick Corbin,3.39,4.5,6,5.1
Aaron Nola,7.07,6.5,6,7.1
Edward Cabrera,5.42,4.5,6,5.0
Bailey Ober,6.22,6.5,5,6.0
Carlos Carrasco,4.41,5.5,5,4.2
Lucas Giolito,6.19,5.5,5,3.2
Anthony DeSclafani,4.42,3.5,5,2.0
Jordan Montgomery,5.23,4.5,5,6.0
Bryce Elder,4.45,3.5,4,2.2
Jameson Taillon,4.8,4.5,4,5.2
Michael Grove,4.39,3.5,4,5.0
Bryan Woo,7.22,6.5,4,3.1
Julio Teheran,3.64,3.5,3,4.2
Daniel Lynch,4.84,4.5,3,5.0
Tarik Skubal,5.5,5.5,3,4.0
Tyler Wells,4.27,4.5,2,2.0
Nathan Eovaldi,5.41,5.5,2,6.0
Mitch Keller,5.68,4.5,1,6.0
Zach Davies,3.41,3.5,1,3.2
Alek Manoah,4.83,4.5,0,3.0
Luis Castillo,7.45,7.5,11,6.0
Kenta Maeda,6.85,5.5,9,6.1
Jose Berrios,4.62,5.5,9,6.0
Eduardo Rodriguez,4.99,5.5,7,7.0
Sandy Alcantara,5.76,5.5,7,6.0
Justin Verlander,5.64,6.5,7,8.0
Yu Darvish,6.27,5.5,7,6.0
Ken Waldichuk,5.84,4.5,5,4.1
Austin Gomber,5.02,2.5,5,6.0
Kyle Hendricks,4.17,3.5,5,6.0
Ryne Nelson,3.35,3.5,5,7.0
Ryan Yarbrough,3.9,3.5,4,5.2
Jon Gray,5.07,5.5,4,4.1
Brandon Bielak,3.9,3.5,4,5.2
Charlie Morton,6.14,6.5,4,5.2
Graham Ashcraft,3.89,4.5,3,6.0
Touki Toussaint,5.08,4.5,3,6.0
Brayan Bello,4.68,5.5,3,4.0
Colin Rea,4.46,3.5,3,5.0
Aaron Civale,3.89,5.5,3,5.1
Carlos Rodon,7.18,6.5,3,4.1
Cristopher Sanchez,4.97,4.5,3,5.0
Ross Stripling,5.19,4.5,2,6.0
Julio Urias,5.49,5.5,2,5.0
Dean Kremer,4.44,4.5,1,4.2
Trevor Williams,4.74,4.5,1,5.0
Rich Hill,4.61,3.5,1,5.2
Spencer Strider,9.11,8.5,13,6.0
Corbin Burnes,7.28,6.5,10,8.0
George Kirby,6.03,6.5,10,7.0
Tyler Glasnow,7.52,8.5,9,7.0
Kyle Gibson,4.36,5.5,8,6.0
Pablo Lopez,7.5,7.5,7,5.0
Andrew Abbott,5.65,6.5,6,8.0
Steven Matz,5.99,5.5,6,5.0
Hogan Harris,4.48,4.5,6,6.0
Taijuan Walker,4.65,4.5,6,6.0
J.P. France,3.42,5.5,5,7.0
Michael Kopech,4.96,4.5,5,5.2
Chris Bassitt,5.1,4.5,5,6.0
Zac Gallen,5.55,5.5,5,7.0
Blake Snell,7.15,6.5,4,5.0
Marcus Stroman,5.12,4.5,4,3.2
Alex Cobb,5.89,5.5,0,4.1
