,Name,Handedness,Team,Opponent,xK,prop_k,over,over_odds,x_over,over_diff,under,under_odds,x_under,under_diff,bet_over,bet_under,commence_time,SO,IP,win,wager_return
1,Yusei Kikuchi,L,TOR,MIA,4.39,5.5,104.0,0.49,0.279,-0.211,-132.0,0.569,0.721,0.152,0,1,2023-06-20 18:40:00,6,6.0,False,-100.0
4,MacKenzie Gore,L,WAS,STL,4.76,5.5,-140.0,0.583,0.342,-0.241,110.0,0.476,0.658,0.182,0,1,2023-06-20 19:05:00,8,6.0,False,-100.0
5,Framber Valdez,L,HOU,NYM,4.96,5.5,-116.0,0.537,0.377,-0.16,-110.0,0.524,0.623,0.099,0,1,2023-06-20 20:10:00,9,8.0,False,-100.0
7,Reid Detmers,L,LAA,LAD,5.37,5.5,-128.0,0.561,0.449,-0.112,102.0,0.495,0.551,0.056,0,1,2023-06-20 22:07:00,8,7.0,False,-100.0
10,Kyle Bradish,R,BAL,TBR,4.48,5.5,120.0,0.455,0.293,-0.162,-152.0,0.603,0.707,0.104,0,1,2023-06-20 18:40:00,8,5.0,False,-100.0
11,Tyler Glasnow,R,TBR,BAL,5.93,7.5,110.0,0.476,0.247,-0.229,-140.0,0.583,0.753,0.17,0,1,2023-06-20 18:40:00,7,4.1,True,71.43
14,Gerrit Cole,R,NYY,SEA,7.34,8.5,114.0,0.467,0.316,-0.151,-146.0,0.593,0.684,0.091,0,1,2023-06-20 19:05:00,8,7.1,True,68.49
17,Ben Lively,R,CIN,COL,4.71,5.5,-118.0,0.541,0.334,-0.207,-108.0,0.519,0.666,0.147,0,1,2023-06-20 19:10:00,4,4.0,True,92.59
18,Kutter Crawford,R,BOS,MIN,4.32,4.5,-138.0,0.58,0.433,-0.147,108.0,0.481,0.567,0.086,0,1,2023-06-20 19:40:00,5,5.0,False,-100.0
20,Ryne Nelson,R,ARI,MIL,3.08,4.5,104.0,0.49,0.198,-0.292,-132.0,0.569,0.802,0.233,0,1,2023-06-20 20:10:00,6,5.0,False,-100.0
22,Nathan Eovaldi,R,TEX,CHW,5.74,5.5,-152.0,0.603,0.512,-0.091,120.0,0.455,0.488,0.033,0,1,2023-06-20 20:10:00,4,6.0,True,120.0
0,Andrew Abbott,L,CIN,COL,4.17,5.5,-132.0,0.569,0.242,-0.327,104.0,0.49,0.758,0.268,0,1,2023-06-21 12:35:00,10,6.0,False,-100.0
1,Rich Hill,L,PIT,CHC,4.1,4.5,-142.0,0.587,0.39,-0.197,112.0,0.472,0.61,0.138,0,1,2023-06-21 12:35:00,4,5.2,True,112.0
4,Sandy Alcantara,R,MIA,TOR,4.12,5.5,112.0,0.472,0.234,-0.238,-142.0,0.587,0.766,0.179,0,1,2023-06-21 12:10:00,6,7.0,False,-100.0
5,Tyler Wells,R,BAL,TBR,4.25,5.5,-120.0,0.545,0.256,-0.289,-106.0,0.515,0.744,0.229,0,1,2023-06-21 12:10:00,6,5.0,False,-100.0
11,Zac Gallen,R,ARI,MIL,5.36,6.5,-106.0,0.515,0.292,-0.223,-120.0,0.545,0.708,0.163,0,1,2023-06-21 14:10:00,4,7.0,True,83.33
14,Trevor Williams,R,WAS,STL,3.41,3.5,-160.0,0.615,0.443,-0.172,126.0,0.442,0.557,0.115,0,1,2023-06-21 16:05:00,4,6.0,False,-100.0
16,Jhony Brito,R,NYY,SEA,3.31,4.5,-128.0,0.561,0.239,-0.322,100.0,0.5,0.761,0.261,0,1,2023-06-21 19:05:00,3,5.2,True,100.0
17,Garrett Whitlock,R,BOS,MIN,4.22,5.5,-106.0,0.515,0.25,-0.265,-122.0,0.55,0.75,0.2,0,1,2023-06-21 19:40:00,6,7.0,False,-100.0
19,Michael Kopech,R,CHW,TEX,5.09,6.5,102.0,0.495,0.251,-0.244,-128.0,0.561,0.749,0.188,0,1,2023-06-21 20:10:00,5,4.0,True,78.12
0,Tommy Henry,L,ARI,WAS,3.53,3.5,-156.0,0.609,0.471,-0.138,122.0,0.45,0.529,0.079,0,1,2023-06-22 13:05:00,5,6.2,False,-100.0
2,Logan Allen,L,CLE,OAK,4.33,5.5,-116.0,0.537,0.268,-0.269,-110.0,0.524,0.732,0.208,0,1,2023-06-22 13:10:00,5,4.0,True,90.91
3,Blake Snell,L,SDP,SFG,6.82,7.5,110.0,0.476,0.375,-0.101,-140.0,0.583,0.625,0.042,0,1,2023-06-22 15:45:00,11,6.0,False,-100.0
5,Shane McClanahan,L,TBR,KCR,6.89,7.5,108.0,0.481,0.385,-0.096,-138.0,0.58,0.615,0.035,0,1,2023-06-22 18:40:00,3,3.2,True,72.46
6,Braxton Garrett,L,MIA,PIT,5.13,5.5,-118.0,0.541,0.407,-0.134,-108.0,0.519,0.593,0.074,0,1,2023-06-22 18:40:00,13,7.0,False,-100.0
9,Jake Irvin,R,WAS,ARI,2.76,3.5,-110.0,0.524,0.3,-0.224,-116.0,0.537,0.7,0.163,0,1,2023-06-22 13:05:00,6,6.0,False,-100.0
10,Mitch Keller,R,PIT,MIA,5.63,6.5,114.0,0.467,0.335,-0.132,-144.0,0.59,0.665,0.075,0,1,2023-06-22 18:40:00,5,7.0,True,69.44
12,Domingo German,R,NYY,SEA,4.48,5.5,-134.0,0.573,0.294,-0.279,106.0,0.485,0.706,0.221,0,1,2023-06-22 19:05:00,4,3.1,True,106.0
0,Joey Wentz,L,DET,MIN,4.11,4.5,-146.0,0.593,0.393,-0.2,114.0,0.467,0.607,0.14,0,1,2023-06-23 18:40:00,4,5.0,True,114.0
1,Jesus Luzardo,L,MIA,PIT,5.96,6.5,-110.0,0.524,0.388,-0.136,-116.0,0.537,0.612,0.075,0,1,2023-06-23 18:40:00,9,7.0,False,-100.0
4,Patrick Corbin,L,WAS,SDP,3.25,4.5,118.0,0.459,0.227,-0.232,-150.0,0.6,0.773,0.173,0,1,2023-06-23 21:40:00,3,5.0,True,66.67
5,Zack Greinke,R,KCR,TBR,3.41,3.5,-128.0,0.561,0.444,-0.117,100.0,0.5,0.556,0.056,0,1,2023-06-23 18:40:00,3,4.2,True,100.0
6,Zach Eflin,R,TBR,KCR,5.44,5.5,-150.0,0.6,0.462,-0.138,118.0,0.459,0.538,0.079,0,1,2023-06-23 18:40:00,7,6.0,False,-100.0
7,AJ Smith-Shawver,R,ATL,CIN,3.87,4.5,-128.0,0.561,0.346,-0.215,100.0,0.5,0.654,0.154,0,1,2023-06-23 18:40:00,4,3.1,True,100.0
9,Luis Ortiz,R,PIT,MIA,3.93,4.5,-106.0,0.515,0.357,-0.158,-122.0,0.55,0.643,0.093,0,1,2023-06-23 18:40:00,5,8.0,False,-100.0
11,Kyle Gibson,R,BAL,SEA,4.44,4.5,-156.0,0.609,0.456,-0.153,124.0,0.446,0.544,0.098,0,1,2023-06-23 19:05:00,4,3.0,True,124.0
15,Chris Bassitt,R,TOR,OAK,4.97,5.5,-118.0,0.541,0.378,-0.163,-108.0,0.519,0.622,0.103,0,1,2023-06-23 19:07:00,4,5.0,True,92.59
16,Shane Bieber,R,CLE,MIL,4.87,6.5,120.0,0.455,0.219,-0.236,-152.0,0.603,0.781,0.178,0,1,2023-06-23 19:10:00,8,5.0,False,-100.0
17,Brayan Bello,R,BOS,CHW,4.61,5.5,130.0,0.435,0.316,-0.119,-166.0,0.624,0.684,0.06,0,1,2023-06-23 20:10:00,5,6.2,True,60.24
22,Zach Davies,R,ARI,SFG,3.23,3.5,-118.0,0.541,0.405,-0.136,-108.0,0.519,0.595,0.076,0,1,2023-06-23 22:15:00,2,4.0,True,92.59
2,James Paxton,L,BOS,CHW,6.54,7.5,118.0,0.459,0.333,-0.126,-150.0,0.6,0.667,0.067,0,1,2023-06-24 16:10:00,3,4.0,True,66.67
3,Jared Shuster,L,ATL,CIN,2.67,3.5,-134.0,0.573,0.28,-0.293,104.0,0.49,0.72,0.23,0,1,2023-06-24 16:10:00,2,3.2,True,104.0
8,Dean Kremer,R,BAL,SEA,4.32,5.5,116.0,0.463,0.266,-0.197,-146.0,0.593,0.734,0.141,0,1,2023-06-24 16:05:00,5,7.0,True,68.49
10,Jose Berrios,R,TOR,OAK,4.47,5.5,100.0,0.5,0.293,-0.207,-128.0,0.561,0.707,0.146,0,1,2023-06-24 16:07:00,8,6.0,False,-100.0
12,Tanner Bibee,R,CLE,MIL,4.3,5.5,116.0,0.463,0.263,-0.2,-148.0,0.597,0.737,0.14,0,1,2023-06-24 16:10:00,7,6.0,False,-100.0
13,Lance Lynn,R,CHW,BOS,6.39,6.5,-122.0,0.55,0.456,-0.094,-106.0,0.515,0.544,0.029,0,1,2023-06-24 16:10:00,7,5.2,False,-100.0
15,Yonny Chirinos,R,TBR,KCR,2.48,3.5,-136.0,0.576,0.237,-0.339,108.0,0.481,0.763,0.282,0,1,2023-06-24 16:10:00,3,5.1,True,108.0
22,Josiah Gray,R,WAS,SDP,4.32,4.5,-118.0,0.541,0.434,-0.107,-108.0,0.519,0.566,0.047,0,1,2023-06-24 20:40:00,6,5.1,False,-100.0
24,Chase Anderson,R,COL,LAA,3.65,3.5,-172.0,0.632,0.495,-0.137,134.0,0.427,0.505,0.078,0,1,2023-06-24 21:10:00,1,2.2,True,134.0
1,Yusei Kikuchi,L,TOR,OAK,4.51,5.5,-152.0,0.603,0.299,-0.304,120.0,0.455,0.701,0.246,0,1,2023-06-25 13:37:00,8,7.0,False,-100.0
5,MacKenzie Gore,L,WAS,SDP,4.87,5.5,102.0,0.495,0.361,-0.134,-130.0,0.565,0.639,0.074,0,1,2023-06-25 16:10:00,9,5.0,False,-100.0
8,Michael Lorenzen,R,DET,MIN,4.86,5.5,118.0,0.459,0.36,-0.099,-150.0,0.6,0.64,0.04,0,1,2023-06-25 12:10:00,4,5.0,True,66.67
12,Kyle Bradish,R,BAL,SEA,4.64,5.5,130.0,0.435,0.321,-0.114,-166.0,0.624,0.679,0.055,0,1,2023-06-25 13:35:00,7,7.0,False,-100.0
16,Tyler Glasnow,R,TBR,KCR,6.08,7.5,-150.0,0.6,0.268,-0.332,118.0,0.459,0.732,0.273,0,1,2023-06-25 13:40:00,12,5.0,False,-100.0
17,Charlie Morton,R,ATL,CIN,6.33,6.5,-116.0,0.537,0.446,-0.091,-110.0,0.524,0.554,0.03,0,1,2023-06-25 13:40:00,7,5.0,False,-100.0
19,Aaron Civale,R,CLE,MIL,4.11,5.5,128.0,0.439,0.232,-0.207,-164.0,0.621,0.768,0.147,0,1,2023-06-25 13:40:00,5,6.0,True,60.98
21,Eury Perez,R,MIA,PIT,5.44,5.5,-148.0,0.597,0.461,-0.136,116.0,0.463,0.539,0.076,0,1,2023-06-25 13:40:00,9,6.0,False,-100.0
22,Ryne Nelson,R,ARI,SFG,3.22,3.5,-130.0,0.565,0.401,-0.164,102.0,0.495,0.599,0.104,0,1,2023-06-25 16:05:00,6,7.0,False,-100.0
2,Andrew Heaney,L,TEX,DET,6.06,6.5,-112.0,0.528,0.403,-0.125,-112.0,0.528,0.597,0.069,0,1,2023-06-26 20:05:00,5,5.2,True,89.29
3,Reid Detmers,L,LAA,CHW,5.21,5.5,-148.0,0.597,0.42,-0.177,116.0,0.463,0.58,0.117,0,1,2023-06-26 21:38:00,10,7.0,False,-100.0
5,Justin Verlander,R,NYM,MIL,5.79,6.5,100.0,0.5,0.36,-0.14,-128.0,0.561,0.64,0.079,0,1,2023-06-26 19:10:00,5,5.0,True,78.12
7,Spencer Strider,R,ATL,MIN,9.12,9.5,-104.0,0.51,0.428,-0.082,-122.0,0.55,0.572,0.022,0,1,2023-06-26 19:20:00,10,7.0,False,-100.0
9,Trevor Williams,R,WAS,SEA,3.36,4.5,110.0,0.476,0.248,-0.228,-140.0,0.583,0.752,0.169,0,1,2023-06-26 21:40:00,4,4.0,True,71.43
5,Tyler Wells,R,BAL,CIN,4.27,5.5,-118.0,0.541,0.258,-0.283,-108.0,0.519,0.742,0.223,0,1,2023-06-27 19:05:00,7,6.0,False,-100.0
7,Sandy Alcantara,R,MIA,BOS,4.05,5.5,122.0,0.45,0.223,-0.227,-154.0,0.606,0.777,0.171,0,1,2023-06-27 19:10:00,5,7.0,True,64.94
8,Garrett Whitlock,R,BOS,MIA,4.34,4.5,-138.0,0.58,0.437,-0.143,108.0,0.481,0.563,0.082,0,1,2023-06-27 19:10:00,7,4.2,False,-100.0
10,Bryce Elder,R,ATL,MIN,4.8,5.5,-102.0,0.505,0.35,-0.155,-124.0,0.554,0.65,0.096,0,1,2023-06-27 19:20:00,4,6.0,True,80.65
15,Michael Kopech,R,CHW,LAA,5.02,6.5,-106.0,0.515,0.241,-0.274,-122.0,0.55,0.759,0.209,0,1,2023-06-27 21:38:00,3,4.0,True,81.97
16,Shohei Ohtani,R,LAA,CHW,7.94,8.5,104.0,0.49,0.399,-0.091,-132.0,0.569,0.601,0.032,0,1,2023-06-27 21:38:00,10,6.1,False,-100.0
18,Zac Gallen,R,ARI,TBR,5.32,5.5,-146.0,0.593,0.441,-0.152,116.0,0.463,0.559,0.096,0,1,2023-06-27 21:40:00,4,6.0,True,116.0
19,Jhony Brito,R,NYY,OAK,3.24,4.5,120.0,0.455,0.226,-0.229,-152.0,0.603,0.774,0.171,0,1,2023-06-27 21:40:00,2,5.2,True,65.79
21,Jake Irvin,R,WAS,SEA,3.03,4.5,104.0,0.49,0.189,-0.301,-134.0,0.573,0.811,0.238,0,1,2023-06-27 21:40:00,4,5.2,True,74.63
1,Patrick Corbin,L,WAS,SEA,3.19,4.5,-104.0,0.51,0.218,-0.292,-122.0,0.55,0.782,0.232,0,1,2023-06-28 16:10:00,9,7.0,False,-100.0
2,Blake Snell,L,SDP,PIT,6.83,7.5,100.0,0.5,0.376,-0.124,-128.0,0.561,0.624,0.063,0,1,2023-06-28 19:05:00,10,6.0,False,-100.0
4,Joey Wentz,L,DET,TEX,4.09,4.5,-112.0,0.528,0.388,-0.14,-112.0,0.528,0.612,0.084,0,1,2023-06-28 20:05:00,5,4.2,False,-100.0
5,Logan Allen,L,CLE,KCR,4.37,4.5,-116.0,0.537,0.443,-0.094,-110.0,0.524,0.557,0.033,0,1,2023-06-28 20:10:00,5,3.2,False,-100.0
10,Kyle Gibson,R,BAL,CIN,4.37,4.5,-128.0,0.561,0.443,-0.118,100.0,0.5,0.557,0.057,0,1,2023-06-28 19:05:00,5,4.2,False,-100.0
16,Lucas Giolito,R,CHW,LAA,6.1,6.5,104.0,0.49,0.41,-0.08,-132.0,0.569,0.59,0.021,0,1,2023-06-28 21:38:00,9,7.0,False,-100.0
17,Jaime Barria,R,LAA,CHW,3.63,3.5,-134.0,0.573,0.491,-0.082,106.0,0.485,0.509,0.024,0,1,2023-06-28 21:38:00,0,3.0,True,106.0
19,Zach Davies,R,ARI,TBR,3.19,3.5,-132.0,0.569,0.395,-0.174,104.0,0.49,0.605,0.115,0,1,2023-06-28 21:40:00,3,7.0,True,104.0
20,Domingo German,R,NYY,OAK,4.46,5.5,118.0,0.459,0.291,-0.168,-150.0,0.6,0.709,0.109,0,1,2023-06-28 21:40:00,9,9.0,False,-100.0
0,Patrick Sandoval,L,LAA,CHW,4.87,5.5,114.0,0.467,0.362,-0.105,-144.0,0.59,0.638,0.048,0,1,2023-06-29 16:07:00,8,5.0,False,-100
4,Shane Bieber,R,CLE,KCR,4.93,5.5,-112.0,0.528,0.371,-0.157,-112.0,0.528,0.629,0.101,0,1,2023-06-29 14:10:00,8,6.0,False,-100
8,Max Scherzer,R,NYM,MIL,6.39,7.5,-122.0,0.55,0.311,-0.239,-104.0,0.51,0.689,0.179,0,1,2023-06-29 19:10:00,9,6.0,False,-100
12,Emmet Sheehan,R,LAD,COL,3.55,4.5,-106.0,0.515,0.285,-0.23,-122.0,0.55,0.715,0.165,0,1,2023-06-29 20:40:00,5,5.0,False,-100
4,Tommy Henry,L,ARI,LAA,3.6,4.5,108.0,0.481,0.293,-0.188,-138.0,0.58,0.707,0.127,0,1,2023-06-30 21:38:00,8,5.2,False,-100.0
9,Josiah Gray,R,WAS,PHI,4.36,4.5,-122.0,0.55,0.441,-0.109,-104.0,0.51,0.559,0.049,0,1,2023-06-30 18:05:00,8,6.0,False,-100.0
13,Dean Kremer,R,BAL,MIN,4.26,5.5,-136.0,0.576,0.256,-0.32,108.0,0.481,0.744,0.263,0,1,2023-06-30 19:05:00,5,3.0,True,108.0
14,Jose Berrios,R,TOR,BOS,4.57,5.5,128.0,0.439,0.309,-0.13,-164.0,0.621,0.691,0.07,0,1,2023-06-30 19:07:00,8,6.0,False,-100.0
16,Carlos Carrasco,R,NYM,SFG,4.38,4.5,-142.0,0.587,0.444,-0.143,112.0,0.472,0.556,0.084,0,1,2023-06-30 19:10:00,6,5.0,False,-100.0
18,Jon Gray,R,TEX,HOU,5.34,5.5,-112.0,0.528,0.444,-0.084,-112.0,0.528,0.556,0.028,0,1,2023-06-30 20:05:00,4,6.0,True,89.29
1,Yusei Kikuchi,L,TOR,BOS,4.83,5.5,-118.0,0.541,0.355,-0.186,-108.0,0.519,0.645,0.126,0,1,2023-07-01 15:07:00,7,4.1,False,-100.0
2,MacKenzie Gore,L,WAS,PHI,5.0,6.5,-110.0,0.524,0.238,-0.286,-116.0,0.537,0.762,0.225,0,1,2023-07-01 16:05:00,3,2.2,True,86.21
8,Jack Flaherty,R,STL,NYY,4.64,5.5,102.0,0.495,0.321,-0.174,-130.0,0.565,0.679,0.114,0,1,2023-07-01 14:15:00,4,6.0,True,76.92
14,Kyle Bradish,R,BAL,MIN,4.64,6.5,120.0,0.455,0.187,-0.268,-152.0,0.603,0.813,0.21,0,1,2023-07-01 16:05:00,7,6.0,False,-100.0
18,Justin Verlander,R,NYM,SFG,5.68,6.5,-116.0,0.537,0.343,-0.194,-112.0,0.528,0.657,0.129,0,1,2023-07-01 16:10:00,6,7.0,True,89.29
21,Tyler Glasnow,R,TBR,SEA,6.72,7.5,-140.0,0.583,0.36,-0.223,110.0,0.476,0.64,0.164,0,1,2023-07-01 19:15:00,11,5.2,False,-100.0
23,Tanner Bibee,R,CLE,CHC,4.38,4.5,-148.0,0.597,0.446,-0.151,116.0,0.463,0.554,0.091,0,1,2023-07-01 19:15:00,9,5.2,False,-100.0
25,Ryne Nelson,R,ARI,LAA,3.36,4.5,106.0,0.485,0.249,-0.236,-134.0,0.573,0.751,0.178,0,1,2023-07-01 22:07:00,6,7.1,False,-100.0
0,Cole Irvin,L,BAL,MIN,4.08,4.5,-122.0,0.55,0.387,-0.163,-106.0,0.515,0.613,0.098,0,1,2023-07-02 12:05:00,1,5.0,True,94.34
2,Rich Hill,L,PIT,MIL,4.48,5.5,116.0,0.463,0.294,-0.169,-148.0,0.597,0.706,0.109,0,1,2023-07-02 13:35:00,8,5.0,False,-100.0
4,Reid Detmers,L,LAA,ARI,5.45,6.5,100.0,0.5,0.306,-0.194,-128.0,0.561,0.694,0.133,0,1,2023-07-02 16:07:00,9,6.0,False,-100.0
6,Sandy Alcantara,R,MIA,ATL,4.07,4.5,-160.0,0.615,0.386,-0.229,126.0,0.442,0.614,0.172,0,1,2023-07-02 13:35:00,6,5.0,False,-100.0
8,Trevor Williams,R,WAS,PHI,3.44,3.5,-138.0,0.58,0.45,-0.13,108.0,0.481,0.55,0.069,0,1,2023-07-02 13:35:00,1,5.0,True,108.0
10,Garrett Whitlock,R,BOS,TOR,4.45,4.5,-130.0,0.565,0.459,-0.106,102.0,0.495,0.541,0.046,0,1,2023-07-02 13:37:00,1,1.0,True,102.0
11,Kevin Gausman,R,TOR,BOS,6.7,7.5,106.0,0.485,0.357,-0.128,-134.0,0.573,0.643,0.07,0,1,2023-07-02 13:37:00,7,5.0,True,74.63
15,Aaron Civale,R,CLE,CHC,4.1,4.5,-136.0,0.576,0.391,-0.185,108.0,0.481,0.609,0.128,0,1,2023-07-02 14:20:00,2,6.0,True,108.0
19,Zac Gallen,R,ARI,LAA,5.41,6.5,112.0,0.472,0.299,-0.173,-142.0,0.587,0.701,0.114,0,1,2023-07-02 16:07:00,12,7.0,False,-100.0
1,Drew Smyly,L,CHC,MIL,4.75,4.5,-158.0,0.612,0.515,-0.097,124.0,0.446,0.485,0.039,0,1,2023-07-03 14:10:00,5,3.2,False,-100.0
5,Julio Teheran,R,MIL,CHC,3.84,4.5,110.0,0.476,0.341,-0.135,-140.0,0.583,0.659,0.076,0,1,2023-07-03 14:10:00,7,6.0,False,-100.0
7,Jake Irvin,R,WAS,CIN,3.09,4.5,112.0,0.472,0.2,-0.272,-144.0,0.59,0.8,0.21,0,1,2023-07-03 18:05:00,3,6.0,True,69.44
9,Tyler Wells,R,BAL,NYY,4.38,5.5,-104.0,0.51,0.276,-0.234,-122.0,0.55,0.724,0.174,0,1,2023-07-03 19:05:00,4,6.0,True,81.97
10,Domingo German,R,NYY,BAL,4.56,5.5,124.0,0.446,0.307,-0.139,-158.0,0.612,0.693,0.081,0,1,2023-07-03 19:05:00,5,4.1,True,63.29
12,Gavin Williams,R,CLE,ATL,4.23,4.5,-112.0,0.528,0.416,-0.112,-112.0,0.528,0.584,0.056,0,1,2023-07-03 19:10:00,2,6.1,True,89.29
0,Patrick Corbin,L,WAS,CIN,3.3,4.5,102.0,0.495,0.237,-0.258,-128.0,0.561,0.763,0.202,0,1,2023-07-04 11:05:00,2,5.0,True,78.12
1,Jesus Luzardo,L,MIA,STL,5.96,6.5,-110.0,0.524,0.388,-0.136,-116.0,0.537,0.612,0.075,0,1,2023-07-04 13:10:00,8,6.0,False,-100.0
4,JP Sears,L,OAK,DET,5.09,5.5,108.0,0.481,0.399,-0.082,-138.0,0.58,0.601,0.021,0,1,2023-07-04 18:40:00,4,7.1,True,72.46
8,Clarke Schmidt,R,NYY,BAL,4.47,4.5,-128.0,0.561,0.462,-0.099,102.0,0.495,0.538,0.043,0,1,2023-07-04 13:05:00,7,5.0,False,-100.0
11,Brandon Bielak,R,HOU,COL,3.82,4.5,100.0,0.5,0.336,-0.164,-128.0,0.561,0.664,0.103,0,1,2023-07-04 16:10:00,4,7.0,True,78.12
20,Shane Bieber,R,CLE,ATL,4.96,5.5,114.0,0.467,0.377,-0.09,-144.0,0.59,0.623,0.033,0,1,2023-07-04 19:10:00,4,4.2,True,69.44
24,Emmet Sheehan,R,LAD,PIT,4.02,5.5,106.0,0.485,0.218,-0.267,-134.0,0.573,0.782,0.209,0,1,2023-07-04 21:10:00,4,3.2,True,74.63
3,Tommy Milone,L,SEA,SFG,2.07,4.5,-110.0,0.524,0.06,-0.464,-116.0,0.537,0.94,0.403,0,1,2023-07-05 21:05:00,0,4.1,True,86.21
4,Tommy Henry,L,ARI,NYM,3.85,4.5,110.0,0.476,0.341,-0.135,-140.0,0.583,0.659,0.076,0,1,2023-07-05 21:40:00,2,6.0,True,71.43
6,J.P. France,R,HOU,COL,4.25,5.5,-122.0,0.55,0.254,-0.296,-106.0,0.515,0.746,0.231,0,1,2023-07-05 14:10:00,4,6.0,True,94.34
8,Dean Kremer,R,BAL,NYY,4.36,5.5,128.0,0.439,0.274,-0.165,-164.0,0.621,0.726,0.105,0,1,2023-07-05 19:05:00,10,7.0,False,-100.0
11,Josiah Gray,R,WAS,CIN,4.45,5.5,108.0,0.481,0.289,-0.192,-136.0,0.576,0.711,0.135,0,1,2023-07-05 19:05:00,6,5.0,False,-100.0
14,Cal Quantrill,R,CLE,ATL,3.11,3.5,100.0,0.5,0.377,-0.123,-128.0,0.561,0.623,0.062,0,1,2023-07-05 19:10:00,3,4.1,True,78.12
16,Pablo Lopez,R,MIN,KCR,7.29,7.5,-118.0,0.541,0.445,-0.096,-108.0,0.519,0.555,0.036,0,1,2023-07-05 19:40:00,12,9.0,False,-100.0
17,Adrian Houser,R,MIL,CHC,3.65,3.5,-154.0,0.606,0.495,-0.111,120.0,0.455,0.505,0.05,0,1,2023-07-05 20:10:00,4,5.0,False,-100.0
18,Seth Lugo,R,SDP,LAA,4.77,5.5,100.0,0.5,0.344,-0.156,-128.0,0.561,0.656,0.095,0,1,2023-07-05 20:40:00,6,6.0,False,-100.0
22,Bobby Miller,R,LAD,PIT,5.01,6.5,104.0,0.49,0.239,-0.251,-132.0,0.569,0.761,0.192,0,1,2023-07-05 22:10:00,7,5.2,False,-100.0
1,MacKenzie Gore,L,WAS,CIN,4.87,6.5,108.0,0.481,0.219,-0.262,-138.0,0.58,0.781,0.201,0,1,2023-07-06 13:05:00,1,1.1,True,72.46
2,Hogan Harris,L,OAK,DET,3.79,3.5,-164.0,0.621,0.523,-0.098,128.0,0.439,0.477,0.038,0,1,2023-07-06 13:10:00,6,4.2,False,-100.0
5,Michael Lorenzen,R,DET,OAK,4.86,4.5,-160.0,0.615,0.535,-0.08,126.0,0.442,0.465,0.023,0,1,2023-07-06 13:10:00,4,5.0,True,126.0
7,Freddy Peralta,R,MIL,CHC,5.96,6.5,-136.0,0.576,0.387,-0.189,108.0,0.481,0.613,0.132,0,1,2023-07-06 14:10:00,10,5.1,False,-100.0
10,Jack Flaherty,R,STL,MIA,4.56,5.5,-112.0,0.528,0.308,-0.22,-112.0,0.528,0.692,0.164,0,1,2023-07-06 18:40:00,5,6.2,True,89.29
11,Eury Perez,R,MIA,STL,5.22,5.5,-128.0,0.561,0.423,-0.138,100.0,0.5,0.577,0.077,0,1,2023-07-06 18:40:00,7,6.0,False,-100.0
12,Kyle Bradish,R,BAL,NYY,4.73,5.5,-104.0,0.51,0.337,-0.173,-122.0,0.55,0.663,0.113,0,1,2023-07-06 19:05:00,5,6.0,True,81.97
14,Tanner Bibee,R,CLE,KCR,4.68,6.5,-106.0,0.515,0.193,-0.322,-120.0,0.545,0.807,0.262,0,1,2023-07-06 19:10:00,4,5.0,True,83.33
18,Ryne Nelson,R,ARI,NYM,3.54,4.5,120.0,0.455,0.282,-0.173,-152.0,0.603,0.718,0.115,0,1,2023-07-06 21:40:00,1,3.0,True,65.79
5,Jordan Montgomery,L,STL,CHW,5.25,5.5,-104.0,0.51,0.428,-0.082,-122.0,0.55,0.572,0.022,0,1,2023-07-07 20:10:00,5,4.1,True,81.97
7,Charlie Morton,R,ATL,TBR,6.14,6.5,-104.0,0.51,0.416,-0.094,-122.0,0.55,0.584,0.034,0,1,2023-07-07 18:40:00,6,6.1,True,81.97
8,Tyler Glasnow,R,TBR,ATL,7.37,7.5,-122.0,0.55,0.456,-0.094,-104.0,0.51,0.544,0.034,0,1,2023-07-07 18:40:00,8,5.2,False,-100.0
12,Sandy Alcantara,R,MIA,PHI,4.05,5.5,-144.0,0.59,0.223,-0.367,112.0,0.472,0.777,0.305,0,1,2023-07-07 18:40:00,5,6.2,True,112.0
13,Jameson Taillon,R,CHC,NYY,4.76,5.5,120.0,0.455,0.342,-0.113,-152.0,0.603,0.658,0.055,0,1,2023-07-07 19:05:00,4,8.0,True,65.79
14,Trevor Williams,R,WAS,TEX,3.33,3.5,-134.0,0.573,0.426,-0.147,106.0,0.485,0.574,0.089,0,1,2023-07-07 19:05:00,5,6.0,False,-100.0
15,Aaron Civale,R,CLE,KCR,3.98,5.5,-120.0,0.545,0.212,-0.333,-106.0,0.515,0.788,0.273,0,1,2023-07-07 19:10:00,9,7.0,False,-100.0
20,Dylan Cease,R,CHW,STL,7.0,7.5,104.0,0.49,0.401,-0.089,-134.0,0.573,0.599,0.026,0,1,2023-07-07 20:10:00,8,6.0,False,-100.0
21,Zac Gallen,R,ARI,PIT,5.62,6.5,110.0,0.476,0.333,-0.143,-140.0,0.583,0.667,0.084,0,1,2023-07-07 21:40:00,5,7.0,True,71.43
25,Tony Gonsolin,R,LAD,LAA,4.67,5.5,-106.0,0.515,0.326,-0.189,-122.0,0.55,0.674,0.124,0,1,2023-07-07 22:10:00,5,6.2,True,81.97
