Name,Handedness,Team,Opponent,xK,prop_k,over,over_odds,x_over,over_diff,under,under_odds,x_under,under_diff,bet_over,bet_under,commence_time
Kyle Muller,L,OAK,ARI,3.07,4.5,124,0.446,0.197,-0.249,-158,0.612,0.803,0.191,0,1,2023-05-16 21:40:00
Zack Wheeler,R,PHI,SFG,7.12,6.5,-148,0.597,0.569,-0.028,116,0.463,0.431,-0.032,0,0,2023-05-16 21:45:00
Alex Cobb,R,SFG,PHI,5.65,5.5,122,0.45,0.496,0.046,-156,0.609,0.504,-0.105,1,0,2023-05-16 21:45:00
Bailey Ober,R,MIN,LAD,5.1,4.5,-132,0.569,0.576,0.007,104,0.49,0.424,-0.066,0,0,2023-05-16 22:10:00
Clayton Kershaw,L,LAD,MIN,7.09,7.5,108,0.481,0.415,-0.066,-138,0.58,0.585,0.005,0,0,2023-05-16 22:10:00
Rich Hill,L,PIT,DET,4.53,4.5,-160,0.615,0.473,-0.142,126,0.442,0.527,0.085,0,1,2023-05-17 13:10:00
Eduardo Rodriguez,L,DET,PIT,4.81,5.5,-118,0.541,0.35,-0.191,-108,0.519,0.65,0.131,0,1,2023-05-17 13:10:00
Austin Gomber,L,COL,CIN,3.86,3.5,-122,0.55,0.54,-0.01,-106,0.515,0.46,-0.055,0,0,2023-05-17 15:10:00
Sonny Gray,R,MIN,LAD,5.64,5.5,-116,0.537,0.495,-0.042,-110,0.524,0.505,-0.019,0,0,2023-05-17 15:10:00
Dustin May,R,LAD,MIN,4.82,5.5,124,0.446,0.353,-0.093,-158,0.612,0.647,0.035,0,1,2023-05-17 15:10:00
Ryne Nelson,R,ARI,OAK,4.15,4.5,-132,0.569,0.4,-0.169,104,0.49,0.6,0.11,0,1,2023-05-17 15:37:00
Taijuan Walker,R,PHI,SFG,5.19,4.5,-102,0.505,0.592,0.087,-124,0.554,0.408,-0.146,1,0,2023-05-17 15:45:00
Ross Stripling,R,SFG,PHI,5.09,3.5,-120,0.545,0.747,0.202,-106,0.515,0.253,-0.262,1,0,2023-05-17 15:45:00
Griffin Canning,R,LAA,BAL,4.04,4.5,118,0.459,0.378,-0.081,-150,0.6,0.622,0.022,0,1,2023-05-17 18:35:00
Kyle Bradish,R,BAL,LAA,4.4,5.5,-102,0.505,0.281,-0.224,-126,0.558,0.719,0.161,0,1,2023-05-17 18:35:00
MacKenzie Gore,L,WAS,MIA,5.98,6.5,112,0.472,0.391,-0.081,-144,0.59,0.609,0.019,0,0,2023-05-17 18:40:00
Edward Cabrera,R,MIA,WAS,4.7,5.5,-108,0.519,0.332,-0.187,-118,0.541,0.668,0.127,0,1,2023-05-17 18:40:00
Gerrit Cole,R,NYY,TOR,6.96,6.5,-134,0.573,0.544,-0.029,104,0.49,0.456,-0.034,0,0,2023-05-17 19:07:00
Chris Bassitt,R,TOR,NYY,5.3,5.5,110,0.476,0.436,-0.04,-140,0.583,0.564,-0.019,0,0,2023-05-17 19:07:00
Marco Gonzales,L,SEA,BOS,2.93,3.5,110,0.476,0.336,-0.14,-140,0.583,0.664,0.081,0,1,2023-05-17 19:10:00
Brayan Bello,R,BOS,SEA,5.57,5.5,122,0.45,0.484,0.034,-156,0.609,0.516,-0.093,1,0,2023-05-17 19:10:00
Spencer Strider,R,ATL,TEX,10.4,9.5,110,0.476,0.588,0.112,-140,0.583,0.409,-0.174,1,0,2023-05-17 20:05:00
Nathan Eovaldi,R,TEX,ATL,5.84,6.5,120,0.455,0.367,-0.088,-152,0.603,0.633,0.03,0,1,2023-05-17 20:05:00
Mike Clevinger,R,CHW,CLE,3.73,4.5,-130,0.565,0.318,-0.247,102,0.495,0.682,0.187,0,1,2023-05-17 20:10:00
Drew Smyly,L,CHC,HOU,4.09,3.5,-108,0.519,0.584,0.065,-118,0.541,0.416,-0.125,1,0,2023-05-17 20:10:00
Tyler Anderson,L,LAA,BAL,4.43,4.5,102,0.495,0.454,-0.041,-130,0.565,0.546,-0.019,0,0,2023-05-18 12:35:00
Tyler Wells,R,BAL,LAA,3.67,5.5,-116,0.537,0.165,-0.372,-110,0.524,0.835,0.311,0,1,2023-05-18 12:35:00
Trevor Williams,R,WAS,MIA,4.23,4.5,112,0.472,0.415,-0.057,-144,0.59,0.585,-0.005,0,0,2023-05-18 13:10:00
Tylor Megill,R,NYM,TBR,4.71,4.5,-144,0.59,0.507,-0.083,114,0.467,0.493,0.026,0,1,2023-05-18 13:10:00
Dylan Cease,R,CHW,CLE,6.06,6.5,116,0.463,0.404,-0.059,-148,0.597,0.596,-0.001,0,0,2023-05-18 14:10:00
Nestor Cortes,L,NYY,TOR,5.2,4.5,-110,0.524,0.594,0.07,-116,0.537,0.406,-0.131,1,0,2023-05-18 19:07:00
Jose Berrios,R,TOR,NYY,4.69,5.5,108,0.481,0.33,-0.151,-138,0.58,0.67,0.09,0,1,2023-05-18 19:07:00
Julio Urias,L,LAD,STL,5.08,4.5,-164,0.621,0.573,-0.048,128,0.439,0.427,-0.012,0,0,2023-05-18 19:45:00
Adam Wainwright,R,STL,LAD,4.59,3.5,-146,0.593,0.672,0.079,114,0.467,0.328,-0.139,1,0,2023-05-18 19:45:00
Zac Gallen,R,ARI,PIT,6.58,6.5,-118,0.541,0.486,-0.055,-108,0.519,0.514,-0.005,0,0,2023-05-19 18:35:00
Johan Oviedo,R,PIT,ARI,4.94,4.5,120,0.455,0.548,0.093,-154,0.606,0.452,-0.154,1,0,2023-05-19 18:35:00
Clarke Schmidt,R,NYY,CIN,5.43,5.5,-126,0.558,0.46,-0.098,-102,0.505,0.54,0.035,0,1,2023-05-19 18:40:00
Adrian Houser,R,MIL,TBR,3.24,3.5,-108,0.519,0.406,-0.113,-118,0.541,0.594,0.053,0,1,2023-05-19 18:40:00
Shane McClanahan,L,TBR,MIL,7.6,7.5,-138,0.58,0.489,-0.091,108,0.481,0.511,0.03,0,1,2023-05-19 18:40:00
Marcus Stroman,R,CHC,PHI,5.19,4.5,-138,0.58,0.592,0.012,108,0.481,0.408,-0.073,0,0,2023-05-19 19:05:00
Ranger Suarez,L,PHI,CHC,4.5,4.5,-130,0.565,0.467,-0.098,104,0.49,0.533,0.043,0,1,2023-05-19 19:05:00
Kyle Gibson,R,BAL,TOR,4.11,4.5,124,0.446,0.393,-0.053,-156,0.609,0.607,-0.002,0,0,2023-05-19 19:07:00
Yusei Kikuchi,L,TOR,BAL,5.53,5.5,104,0.49,0.477,-0.013,-130,0.565,0.523,-0.042,0,0,2023-05-19 19:07:00
Cal Quantrill,R,CLE,NYM,3.29,3.5,-102,0.505,0.418,-0.087,-124,0.554,0.582,0.028,0,1,2023-05-19 19:10:00
Carlos Carrasco,R,NYM,CLE,4.36,3.5,100,0.5,0.633,0.133,-128,0.561,0.367,-0.194,1,0,2023-05-19 19:10:00
Bryce Elder,R,ATL,SEA,5.68,5.5,100,0.5,0.502,0.002,-128,0.561,0.498,-0.063,0,0,2023-05-19 19:20:00
Martin Perez,L,TEX,COL,5.09,5.5,118,0.459,0.4,-0.059,-150,0.6,0.6,0.0,0,0,2023-05-19 20:05:00
Zack Greinke,R,KCR,CHW,2.93,3.5,124,0.446,0.337,-0.109,-158,0.612,0.663,0.051,0,1,2023-05-19 20:10:00
Michael Kopech,R,CHW,KCR,4.65,5.5,-122,0.55,0.322,-0.228,-102,0.505,0.678,0.173,0,1,2023-05-19 20:10:00
Ken Waldichuk,L,OAK,HOU,4.42,3.5,-154,0.606,0.644,0.038,122,0.45,0.356,-0.094,1,0,2023-05-19 20:10:00
Brandon Bielak,R,HOU,OAK,4.37,4.5,-140,0.583,0.444,-0.139,110,0.476,0.556,0.08,0,1,2023-05-19 20:10:00
Tony Gonsolin,R,LAD,STL,4.44,4.5,110,0.476,0.456,-0.02,-140,0.583,0.544,-0.039,0,0,2023-05-19 20:15:00
Steven Matz,L,STL,LAD,5.17,4.5,-148,0.597,0.589,-0.008,116,0.463,0.411,-0.052,0,0,2023-05-19 20:15:00
Joe Ryan,R,MIN,LAA,5.73,6.5,-116,0.537,0.351,-0.186,-110,0.524,0.649,0.125,0,1,2023-05-19 21:38:00
Reid Detmers,L,LAA,MIN,5.67,5.5,-150,0.6,0.5,-0.1,118,0.459,0.5,0.041,0,1,2023-05-19 21:38:00
James Paxton,L,BOS,SDP,9.45,5.5,-116,0.537,0.908,0.371,-110,0.524,0.091,-0.433,1,0,2023-05-19 21:40:00
Blake Snell,L,SDP,BOS,5.93,6.5,120,0.455,0.382,-0.073,-152,0.603,0.618,0.015,0,0,2023-05-19 21:40:00
Sandy Alcantara,R,MIA,SFG,4.86,6.5,106,0.485,0.217,-0.268,-134,0.573,0.783,0.21,0,1,2023-05-19 22:15:00
Anthony DeSclafani,R,SFG,MIA,4.09,4.5,-116,0.537,0.388,-0.149,-110,0.524,0.612,0.088,0,1,2023-05-19 22:15:00
Jordan Lyles,R,KCR,CHW,4.32,4.5,-104,0.51,0.434,-0.076,-122,0.55,0.566,0.016,0,0,2023-05-20 14:10:00
Lucas Giolito,R,CHW,KCR,6.34,6.5,-126,0.558,0.449,-0.109,-102,0.505,0.551,0.046,0,1,2023-05-20 14:10:00
Alek Manoah,R,TOR,BAL,5.07,4.5,-136,0.576,0.571,-0.005,108,0.481,0.429,-0.052,0,0,2023-05-20 15:07:00
Mitch Keller,R,PIT,ARI,4.82,5.5,-110,0.524,0.353,-0.171,-116,0.537,0.647,0.11,0,1,2023-05-20 16:05:00
Jameson Taillon,R,CHC,PHI,4.92,3.5,-160,0.615,0.724,0.109,126,0.442,0.276,-0.166,1,0,2023-05-20 16:05:00
Aaron Nola,R,PHI,CHC,6.91,6.5,100,0.5,0.537,0.037,-128,0.561,0.463,-0.098,1,0,2023-05-20 16:05:00
Braxton Garrett,L,MIA,SFG,5.87,4.5,-112,0.528,0.697,0.169,-112,0.528,0.303,-0.225,1,0,2023-05-20 16:05:00
Logan Webb,R,SFG,MIA,5.53,5.5,-116,0.537,0.476,-0.061,-110,0.524,0.524,0.0,0,0,2023-05-20 16:05:00
Alex Faedo,R,DET,WAS,3.12,3.5,-106,0.515,0.379,-0.136,-120,0.545,0.621,0.076,0,1,2023-05-20 16:05:00
Patrick Corbin,L,WAS,DET,4.22,4.5,116,0.463,0.414,-0.049,-148,0.597,0.586,-0.011,0,0,2023-05-20 16:05:00
Kyle Freeland,L,COL,TEX,4.38,4.5,-102,0.505,0.446,-0.059,-124,0.554,0.554,0.0,0,0,2023-05-20 16:05:00
Jon Gray,R,TEX,COL,5.27,5.5,-156,0.609,0.431,-0.178,124,0.446,0.569,0.123,0,1,2023-05-20 16:05:00
JP Sears,L,OAK,HOU,4.75,4.5,110,0.476,0.514,0.038,-140,0.583,0.486,-0.097,1,0,2023-05-20 16:10:00
Hunter Brown,R,HOU,OAK,5.47,6.5,-122,0.55,0.309,-0.241,-104,0.51,0.691,0.181,0,1,2023-05-20 16:10:00
Max Scherzer,R,NYM,CLE,5.92,5.5,-126,0.558,0.542,-0.016,-102,0.505,0.458,-0.047,0,0,2023-05-20 16:10:00
Noah Syndergaard,R,LAD,STL,3.47,3.5,112,0.472,0.458,-0.014,-142,0.587,0.542,-0.045,0,0,2023-05-20 19:15:00
Miles Mikolas,R,STL,LAD,4.87,4.5,-106,0.515,0.536,0.021,-120,0.545,0.464,-0.081,1,0,2023-05-20 19:15:00
Louie Varland,R,MIN,LAA,5.2,5.5,102,0.495,0.419,-0.076,-128,0.561,0.581,0.02,0,0,2023-05-20 22:07:00
Patrick Sandoval,L,LAA,MIN,5.87,5.5,-118,0.541,0.533,-0.008,-108,0.519,0.467,-0.052,0,0,2023-05-20 22:07:00
Chris Sale,L,BOS,SDP,6.19,5.5,-136,0.576,0.584,0.008,108,0.481,0.416,-0.065,0,0,2023-05-20 22:10:00
Joe Musgrove,R,SDP,BOS,5.28,5.5,102,0.495,0.434,-0.061,-128,0.561,0.566,0.005,0,0,2023-05-20 22:10:00
Luis Severino,R,NYY,CIN,6.42,5.5,-102,0.505,0.619,0.114,-126,0.558,0.381,-0.177,1,0,2023-05-21 11:35:00
Hunter Greene,R,CIN,NYY,6.63,6.5,-112,0.528,0.495,-0.033,-116,0.537,0.505,-0.032,0,0,2023-05-21 11:35:00
Joey Wentz,L,DET,WAS,3.17,4.5,110,0.476,0.215,-0.261,-140,0.583,0.785,0.202,0,1,2023-05-21 13:35:00
Josiah Gray,R,WAS,DET,5.67,5.5,100,0.5,0.499,-0.001,-128,0.561,0.501,-0.06,0,0,2023-05-21 13:35:00
Justin Steele,L,CHC,PHI,5.51,5.5,-124,0.554,0.472,-0.082,-102,0.505,0.528,0.023,0,1,2023-05-21 13:35:00
Taijuan Walker,R,PHI,CHC,4.63,4.5,-118,0.541,0.493,-0.048,-108,0.519,0.507,-0.012,0,0,2023-05-21 13:35:00
George Kirby,R,SEA,ATL,5.43,4.5,-124,0.554,0.632,0.078,-102,0.505,0.368,-0.137,1,0,2023-05-21 13:35:00
Merrill Kelly,R,ARI,PIT,5.43,5.5,104,0.49,0.46,-0.03,-134,0.573,0.54,-0.033,0,0,2023-05-21 13:35:00
Roansy Contreras,R,PIT,ARI,4.07,3.5,-146,0.593,0.58,-0.013,116,0.463,0.42,-0.043,0,0,2023-05-21 13:35:00
Dean Kremer,R,BAL,TOR,3.78,4.5,132,0.431,0.329,-0.102,-168,0.627,0.671,0.044,0,1,2023-05-21 13:37:00
Kevin Gausman,R,TOR,BAL,6.65,6.5,-122,0.55,0.496,-0.054,-104,0.51,0.504,-0.006,0,0,2023-05-21 13:37:00
Max Scherzer,R,NYM,CLE,5.92,5.5,100,0.5,0.541,0.041,-128,0.561,0.459,-0.102,1,0,2023-05-21 13:40:00
Freddy Peralta,R,MIL,TBR,5.3,5.5,-140,0.583,0.436,-0.147,110,0.476,0.564,0.088,0,1,2023-05-21 13:40:00
James Kaprielian,R,OAK,HOU,3.89,4.5,132,0.431,0.349,-0.082,-168,0.627,0.651,0.024,0,1,2023-05-21 14:10:00
Framber Valdez,L,HOU,OAK,7.1,7.5,120,0.455,0.416,-0.039,-154,0.606,0.584,-0.022,0,0,2023-05-21 14:10:00
Clayton Kershaw,L,LAD,STL,5.93,6.5,120,0.455,0.382,-0.073,-152,0.603,0.618,0.015,0,0,2023-05-21 14:15:00
Jack Flaherty,R,STL,LAD,4.9,5.5,130,0.435,0.366,-0.069,-166,0.624,0.634,0.01,0,0,2023-05-21 14:15:00
Connor Seabold,R,COL,TEX,4.95,3.5,108,0.481,0.728,0.247,-136,0.576,0.272,-0.304,1,0,2023-05-21 14:35:00
Andrew Heaney,L,TEX,COL,7.22,6.5,-116,0.537,0.582,0.045,-108,0.519,0.418,-0.101,1,0,2023-05-21 14:35:00
Jesus Luzardo,L,MIA,SFG,7.27,6.5,110,0.476,0.59,0.114,-140,0.583,0.41,-0.173,1,0,2023-05-21 16:05:00
Alex Wood,L,SFG,MIA,5.07,4.5,-110,0.524,0.571,0.047,-116,0.537,0.429,-0.108,1,0,2023-05-21 16:05:00
Pablo Lopez,R,MIN,LAA,5.72,7.5,114,0.467,0.218,-0.249,-146,0.593,0.782,0.189,0,1,2023-05-21 16:07:00
Shohei Ohtani,R,LAA,MIN,8.74,8.5,-118,0.541,0.509,-0.032,-108,0.519,0.491,-0.028,0,0,2023-05-21 16:07:00
Corey Kluber,R,BOS,SDP,4.6,4.5,104,0.49,0.486,-0.004,-134,0.573,0.514,-0.059,0,0,2023-05-21 16:10:00
Michael Wacha,R,SDP,BOS,4.16,4.5,108,0.481,0.402,-0.079,-138,0.58,0.598,0.018,0,0,2023-05-21 16:10:00
Dane Dunning,R,TEX,PIT,4.92,4.5,128,0.439,0.546,0.107,-164,0.621,0.454,-0.167,1,0,2023-05-22 18:35:00
Luis Ortiz,R,PIT,TEX,3.55,4.5,134,0.427,0.284,-0.143,-172,0.632,0.716,0.084,0,1,2023-05-22 18:35:00
Tommy Henry,L,ARI,PHI,3.68,4.5,134,0.427,0.309,-0.118,-172,0.632,0.691,0.059,0,1,2023-05-22 18:40:00
Zack Wheeler,R,PHI,ARI,5.7,6.5,-108,0.519,0.346,-0.173,-118,0.541,0.654,0.113,0,1,2023-05-22 18:40:00
Jordan Montgomery,L,STL,CIN,5.44,5.5,-102,0.505,0.461,-0.044,-126,0.558,0.539,-0.019,0,0,2023-05-22 18:40:00
Chris Bassitt,R,TOR,TBR,5.32,4.5,-150,0.6,0.615,0.015,118,0.459,0.385,-0.074,0,0,2023-05-22 18:40:00
Charlie Morton,R,ATL,LAD,6.65,6.5,114,0.467,0.498,0.031,-146,0.593,0.502,-0.091,1,0,2023-05-22 19:20:00
Michael Lorenzen,R,DET,KCR,4.9,4.5,108,0.481,0.541,0.06,-138,0.58,0.459,-0.121,1,0,2023-05-22 19:40:00
Brady Singer,R,KCR,DET,6.04,4.5,-142,0.587,0.72,0.133,112,0.472,0.28,-0.192,1,0,2023-05-22 19:40:00
Cristian Javier,R,HOU,MIL,8.15,6.5,-108,0.519,0.704,0.185,-118,0.541,0.296,-0.245,1,0,2023-05-22 19:40:00
Corbin Burnes,R,MIL,HOU,6.54,6.5,124,0.446,0.48,0.034,-158,0.612,0.52,-0.092,1,0,2023-05-22 19:40:00
Bailey Ober,R,MIN,SFG,5.56,5.5,-112,0.528,0.481,-0.047,-112,0.528,0.519,-0.009,0,0,2023-05-22 19:40:00
Edward Cabrera,R,MIA,COL,5.72,4.5,-140,0.583,0.676,0.093,110,0.476,0.324,-0.152,1,0,2023-05-22 20:40:00
Tanner Houck,R,BOS,LAA,4.3,4.5,-130,0.565,0.429,-0.136,102,0.495,0.571,0.076,0,1,2023-05-22 21:38:00
Kyle Muller,L,OAK,SEA,3.99,4.5,-110,0.524,0.369,-0.155,-116,0.537,0.631,0.094,0,1,2023-05-22 21:40:00
Luis Castillo,R,SEA,OAK,7.23,7.5,-132,0.569,0.435,-0.134,104,0.49,0.565,0.075,0,1,2023-05-22 21:40:00
Dylan Cease,R,CHW,CLE,5.72,5.5,124,0.446,0.509,0.063,-156,0.609,0.491,-0.118,1,0,2023-05-23 18:10:00
Nathan Eovaldi,R,TEX,PIT,5.56,5.5,-156,0.609,0.481,-0.128,124,0.446,0.519,0.073,0,1,2023-05-23 18:35:00
Rich Hill,L,PIT,TEX,4.4,4.5,-140,0.583,0.449,-0.134,110,0.476,0.551,0.075,0,1,2023-05-23 18:35:00
Adam Wainwright,R,STL,CIN,4.72,4.5,-106,0.515,0.509,-0.006,-122,0.55,0.491,-0.059,0,0,2023-05-23 18:40:00
Graham Ashcraft,R,CIN,STL,3.58,3.5,-160,0.615,0.48,-0.135,126,0.442,0.52,0.078,0,1,2023-05-23 18:40:00
Jose Berrios,R,TOR,TBR,4.74,4.5,-140,0.583,0.512,-0.071,110,0.476,0.488,0.012,0,0,2023-05-23 18:40:00
Ryne Nelson,R,ARI,PHI,4.24,3.5,-166,0.624,0.612,-0.012,130,0.435,0.388,-0.047,0,0,2023-05-23 18:40:00
Matt Strahm,L,PHI,ARI,5.39,4.5,132,0.431,0.625,0.194,-168,0.627,0.375,-0.252,1,0,2023-05-23 18:40:00
Kyle Bradish,R,BAL,NYY,4.61,5.5,126,0.442,0.317,-0.125,-160,0.615,0.683,0.068,0,1,2023-05-23 19:05:00
Gerrit Cole,R,NYY,BAL,7.08,7.5,104,0.49,0.413,-0.077,-134,0.573,0.587,0.014,0,0,2023-05-23 19:05:00
Yu Darvish,R,SDP,WAS,5.51,5.5,-122,0.55,0.472,-0.078,-104,0.51,0.528,0.018,0,0,2023-05-23 19:05:00
MacKenzie Gore,L,WAS,SDP,6.16,5.5,-120,0.545,0.579,0.034,-106,0.515,0.421,-0.094,1,0,2023-05-23 19:05:00
Spencer Strider,R,ATL,LAD,10.15,8.5,-116,0.537,0.682,0.145,-110,0.524,0.317,-0.207,1,0,2023-05-23 19:20:00
Drew Smyly,L,CHC,NYM,3.84,4.5,-104,0.51,0.341,-0.169,-122,0.55,0.659,0.109,0,1,2023-05-23 19:40:00
Colin Rea,R,MIL,HOU,3.92,3.5,-118,0.541,0.551,0.01,-108,0.519,0.449,-0.07,0,0,2023-05-23 19:40:00
Alex Cobb,R,SFG,MIN,6.0,5.5,-104,0.51,0.555,0.045,-122,0.55,0.445,-0.105,1,0,2023-05-23 19:40:00
Sonny Gray,R,MIN,SFG,6.04,6.5,104,0.49,0.4,-0.09,-134,0.573,0.6,0.027,0,1,2023-05-23 19:40:00
Austin Gomber,L,COL,MIA,3.53,3.5,132,0.431,0.471,0.04,-168,0.627,0.529,-0.098,1,0,2023-05-23 20:40:00
Brayan Bello,R,BOS,LAA,5.01,5.5,108,0.481,0.386,-0.095,-138,0.58,0.614,0.034,0,1,2023-05-23 21:38:00
Griffin Canning,R,LAA,BOS,3.76,4.5,100,0.5,0.325,-0.175,-128,0.561,0.675,0.114,0,1,2023-05-23 21:38:00
Marco Gonzales,L,SEA,OAK,3.54,4.5,108,0.481,0.282,-0.199,-138,0.58,0.718,0.138,0,1,2023-05-23 21:40:00
Martin Perez,L,TEX,PIT,4.92,3.5,-158,0.612,0.724,0.112,124,0.446,0.276,-0.17,1,0,2023-05-24 12:35:00
Johan Oviedo,R,PIT,TEX,5.84,4.5,-118,0.541,0.693,0.152,-106,0.515,0.307,-0.208,1,0,2023-05-24 12:35:00
Zac Gallen,R,ARI,PHI,6.76,6.5,108,0.481,0.514,0.033,-138,0.58,0.486,-0.094,1,0,2023-05-24 13:05:00
Ranger Suarez,L,PHI,ARI,3.93,4.5,118,0.459,0.358,-0.101,-150,0.6,0.642,0.042,0,1,2023-05-24 13:05:00
Michael Kopech,R,CHW,CLE,3.86,4.5,-110,0.524,0.344,-0.18,-116,0.537,0.656,0.119,0,1,2023-05-24 13:10:00
Cal Quantrill,R,CLE,CHW,3.76,4.5,112,0.472,0.323,-0.149,-142,0.587,0.677,0.09,0,1,2023-05-24 13:10:00
Anthony DeSclafani,R,SFG,MIN,4.73,5.5,120,0.455,0.337,-0.118,-152,0.603,0.663,0.06,0,1,2023-05-24 13:10:00
Joe Ryan,R,MIN,SFG,6.81,6.5,-122,0.55,0.522,-0.028,-104,0.51,0.478,-0.032,0,0,2023-05-24 13:10:00
Brandon Bielak,R,HOU,MIL,5.26,4.5,114,0.467,0.603,0.136,-144,0.59,0.397,-0.193,1,0,2023-05-24 13:10:00
Adrian Houser,R,MIL,HOU,3.14,3.5,104,0.49,0.385,-0.105,-134,0.573,0.615,0.042,0,1,2023-05-24 13:10:00
Steven Matz,L,STL,CIN,5.51,5.5,106,0.485,0.473,-0.012,-134,0.573,0.527,-0.046,0,0,2023-05-24 18:40:00
Yusei Kikuchi,L,TOR,TBR,5.52,4.5,116,0.463,0.645,0.182,-146,0.593,0.355,-0.238,1,0,2023-05-24 18:40:00
Shane McClanahan,L,TBR,TOR,6.29,5.5,-146,0.593,0.599,0.006,114,0.467,0.401,-0.066,0,0,2023-05-24 18:40:00
Trevor Williams,R,WAS,SDP,4.29,3.5,-136,0.576,0.622,0.046,108,0.481,0.378,-0.103,1,0,2023-05-24 19:05:00
Tyler Wells,R,BAL,NYY,3.89,4.5,-134,0.573,0.351,-0.222,106,0.485,0.649,0.164,0,1,2023-05-24 19:05:00
Nestor Cortes,L,NYY,BAL,5.33,5.5,-144,0.59,0.441,-0.149,114,0.467,0.559,0.092,0,1,2023-05-24 19:05:00
Tony Gonsolin,R,LAD,ATL,4.91,4.5,-102,0.505,0.543,0.038,-124,0.554,0.457,-0.097,1,0,2023-05-24 19:20:00
Bryce Elder,R,ATL,LAD,5.24,4.5,106,0.485,0.601,0.116,-134,0.573,0.399,-0.174,1,0,2023-05-24 19:20:00
Zack Greinke,R,KCR,DET,3.18,3.5,-102,0.505,0.394,-0.111,-124,0.554,0.606,0.052,0,1,2023-05-24 19:40:00
Sandy Alcantara,R,MIA,COL,4.4,5.5,114,0.467,0.28,-0.187,-144,0.59,0.72,0.13,0,1,2023-05-24 20:40:00
James Paxton,L,BOS,LAA,6.93,5.5,-118,0.541,0.69,0.149,-106,0.515,0.31,-0.205,1,0,2023-05-24 21:38:00
Tyler Anderson,L,LAA,BOS,4.15,4.5,110,0.476,0.4,-0.076,-140,0.583,0.6,0.017,0,0,2023-05-24 21:38:00
Ken Waldichuk,L,OAK,SEA,5.06,5.5,122,0.45,0.394,-0.056,-154,0.606,0.606,0.0,0,0,2023-05-24 21:40:00
Miles Mikolas,R,STL,CIN,4.98,4.5,-112,0.528,0.556,0.028,-112,0.528,0.444,-0.084,1,0,2023-05-25 12:35:00
Luke Weaver,R,CIN,STL,4.59,4.5,-110,0.524,0.485,-0.039,-116,0.537,0.515,-0.022,0,0,2023-05-25 12:35:00
Alek Manoah,R,TOR,TBR,5.15,5.5,128,0.439,0.41,-0.029,-164,0.621,0.59,-0.031,0,0,2023-05-25 13:10:00
Zach Eflin,R,TBR,TOR,5.11,4.5,-160,0.615,0.578,-0.037,126,0.442,0.422,-0.02,0,0,2023-05-25 13:10:00
Braxton Garrett,L,MIA,COL,5.43,4.5,120,0.455,0.632,0.177,-152,0.603,0.368,-0.235,1,0,2023-05-25 15:10:00
Kyle Freeland,L,COL,MIA,4.13,3.5,140,0.417,0.591,0.174,-180,0.643,0.409,-0.234,1,0,2023-05-25 15:10:00
Blake Snell,L,SDP,WAS,5.55,5.5,-148,0.597,0.48,-0.117,116,0.463,0.52,0.057,0,1,2023-05-25 16:05:00
Lucas Giolito,R,CHW,DET,6.23,5.5,-132,0.569,0.591,0.022,104,0.49,0.409,-0.081,1,0,2023-05-25 18:40:00
Alex Faedo,R,DET,CHW,3.67,4.5,108,0.481,0.308,-0.173,-138,0.58,0.692,0.112,0,1,2023-05-25 18:40:00
Kyle Gibson,R,BAL,NYY,4.51,4.5,-108,0.519,0.47,-0.049,-118,0.541,0.53,-0.011,0,0,2023-05-25 19:05:00
Clarke Schmidt,R,NYY,BAL,4.77,4.5,-160,0.615,0.519,-0.096,126,0.442,0.481,0.039,0,1,2023-05-25 19:05:00
Aaron Nola,R,PHI,ATL,7.04,5.5,-110,0.524,0.705,0.181,-116,0.537,0.295,-0.242,1,0,2023-05-25 19:20:00
Carlos Carrasco,R,NYM,CHC,5.13,4.5,-108,0.519,0.583,0.064,-118,0.541,0.417,-0.124,1,0,2023-05-25 19:40:00
Kyle Hendricks,R,CHC,NYM,3.61,3.5,-136,0.576,0.486,-0.09,108,0.481,0.514,0.033,0,1,2023-05-25 19:40:00
JP Sears,L,OAK,SEA,5.76,5.5,-122,0.55,0.514,-0.036,-104,0.51,0.486,-0.024,0,0,2023-05-25 21:40:00
Logan Gilbert,R,SEA,OAK,6.37,7.5,114,0.467,0.308,-0.159,-146,0.593,0.692,0.099,0,1,2023-05-25 21:40:00
Hunter Greene,R,CIN,CHC,7.1,7.5,-104,0.51,0.416,-0.094,-122,0.55,0.584,0.034,0,1,2023-05-26 14:20:00
Justin Steele,L,CHC,CIN,5.61,5.5,-122,0.55,0.49,-0.06,-106,0.515,0.51,-0.005,0,0,2023-05-26 14:20:00
Noah Syndergaard,R,LAD,TBR,3.66,3.5,-122,0.55,0.498,-0.052,-106,0.515,0.502,-0.013,0,0,2023-05-26 18:40:00
Lance Lynn,R,CHW,DET,6.49,6.5,-108,0.519,0.472,-0.047,-118,0.541,0.528,-0.013,0,0,2023-05-26 18:40:00
Joey Wentz,L,DET,CHW,3.6,4.5,100,0.5,0.293,-0.207,-128,0.561,0.707,0.146,0,1,2023-05-26 18:40:00
Jon Gray,R,TEX,BAL,4.87,4.5,-118,0.541,0.537,-0.004,-108,0.519,0.463,-0.056,0,0,2023-05-26 19:05:00
Joe Musgrove,R,SDP,NYY,5.94,5.5,-104,0.51,0.544,0.034,-122,0.55,0.456,-0.094,1,0,2023-05-26 19:05:00
