,Name,Handedness,Team,Opponent,xK,prop_k,over,over_odds,x_over,over_diff,under,under_odds,x_under,under_diff,bet_over,bet_under,commence_time,SO,IP,win,wager_return
17,Taj Bradley,R,TBR,ARI,7.02,5.5,112.0,0.472,0.702,0.23,-144.0,0.59,0.298,-0.292,1,0,2023-06-27 21:40:00,2,4.0,False,-100.0
22,Bryan Woo,R,SEA,WAS,7.07,4.5,-156.0,0.609,0.834,0.225,122.0,0.45,0.166,-0.284,1,0,2023-06-27 21:40:00,7,5.0,True,64.1
0,Kolby Allard,L,ATL,MIN,3.96,3.5,114.0,0.467,0.56,0.093,-144.0,0.59,0.44,-0.15,1,0,2023-06-28 12:20:00,8,4.2,True,114.0
7,Kenta Maeda,R,MIN,ATL,5.21,4.5,-116.0,0.537,0.596,0.059,-108.0,0.519,0.404,-0.115,1,0,2023-06-28 12:20:00,4,5.0,False,-100.0
8,Logan Gilbert,R,SEA,WAS,6.32,5.5,-104.0,0.51,0.604,0.094,-122.0,0.55,0.396,-0.154,1,0,2023-06-28 16:10:00,4,6.0,False,-100.0
9,Luke Weaver,R,CIN,BAL,4.65,3.5,-122.0,0.55,0.682,0.132,-106.0,0.515,0.318,-0.197,1,0,2023-06-28 19:05:00,2,4.1,False,-100.0
12,Cristian Javier,R,HOU,STL,6.67,5.5,116.0,0.463,0.655,0.192,-146.0,0.593,0.345,-0.248,1,0,2023-06-28 19:45:00,1,4.0,False,-100.0
14,Aaron Nola,R,PHI,CHC,7.14,5.5,-146.0,0.593,0.716,0.123,114.0,0.467,0.283,-0.184,1,0,2023-06-28 20:05:00,4,5.0,False,-100.0
15,Dane Dunning,R,TEX,DET,4.7,4.5,112.0,0.472,0.505,0.033,-142.0,0.587,0.495,-0.092,1,0,2023-06-28 20:05:00,10,8.2,True,112.0
18,Zach Eflin,R,TBR,ARI,5.41,4.5,102.0,0.495,0.628,0.133,-128.0,0.561,0.372,-0.189,1,0,2023-06-28 21:40:00,7,7.0,True,102.0
7,Adrian Houser,R,MIL,NYM,3.68,3.5,130.0,0.435,0.502,0.067,-168.0,0.627,0.498,-0.129,1,0,2023-06-29 19:10:00,5,6.0,True,130.0
10,Taijuan Walker,R,PHI,CHC,4.65,4.5,128.0,0.439,0.496,0.057,-164.0,0.621,0.504,-0.117,1,0,2023-06-29 20:05:00,6,6.0,True,128.0
11,Kyle Hendricks,R,CHC,PHI,3.97,3.5,-108.0,0.519,0.561,0.042,-118.0,0.541,0.439,-0.102,1,0,2023-06-29 20:05:00,4,7.0,True,92.59
0,Justin Steele,L,CHC,CLE,5.73,4.5,104.0,0.49,0.678,0.188,-132.0,0.569,0.322,-0.247,1,0,2023-06-30 14:20:00,6,6.1,True,104.0
1,Cristopher Sanchez,L,PHI,WAS,4.87,4.5,108.0,0.481,0.536,0.055,-136.0,0.576,0.464,-0.112,1,0,2023-06-30 18:05:00,6,6.0,True,108.0
3,Austin Gomber,L,COL,DET,5.16,3.5,-142.0,0.587,0.756,0.169,112.0,0.472,0.244,-0.228,1,0,2023-06-30 20:10:00,7,7.0,True,70.42
11,Osvaldo Bido,R,PIT,MIL,5.99,4.5,-128.0,0.561,0.714,0.153,100.0,0.5,0.286,-0.214,1,0,2023-06-30 19:05:00,0,3.1,False,-100.0
12,Pablo Lopez,R,MIN,BAL,7.3,5.5,-142.0,0.587,0.736,0.149,112.0,0.472,0.264,-0.208,1,0,2023-06-30 19:05:00,6,6.0,True,70.42
15,Alex Cobb,R,SFG,NYM,5.84,4.5,-104.0,0.51,0.692,0.182,-122.0,0.55,0.308,-0.242,1,0,2023-06-30 19:10:00,3,5.0,False,-100.0
19,Michael Lorenzen,R,DET,COL,4.89,4.5,106.0,0.485,0.541,0.056,-134.0,0.573,0.459,-0.114,1,0,2023-06-30 20:10:00,4,5.0,False,-100.0
21,Alec Marsh,R,KCR,LAD,4.77,3.5,-122.0,0.55,0.701,0.151,-106.0,0.515,0.299,-0.216,1,0,2023-06-30 20:10:00,5,4.0,True,81.97
0,Brandon Williamson,L,CIN,SDP,3.81,3.5,-102.0,0.505,0.528,0.023,-126.0,0.558,0.472,-0.086,1,0,2023-07-01 13:40:00,5,5.0,True,98.04
3,Julio Urias,L,LAD,KCR,5.5,4.5,-144.0,0.59,0.642,0.052,114.0,0.467,0.358,-0.109,1,0,2023-07-01 19:15:00,2,3.0,False,-100.0
4,Daniel Lynch,L,KCR,LAD,4.83,3.5,-164.0,0.621,0.711,0.09,128.0,0.439,0.289,-0.15,1,0,2023-07-01 19:15:00,4,5.0,True,60.98
6,Michael Wacha,R,SDP,CIN,4.77,4.5,104.0,0.49,0.519,0.029,-132.0,0.569,0.481,-0.088,1,0,2023-07-01 13:40:00,4,5.0,False,-100.0
9,Kutter Crawford,R,BOS,TOR,4.42,3.5,-138.0,0.58,0.643,0.063,110.0,0.476,0.357,-0.119,1,0,2023-07-01 15:07:00,5,5.2,True,72.46
10,Corbin Burnes,R,MIL,PIT,7.4,6.5,102.0,0.495,0.608,0.113,-128.0,0.561,0.392,-0.169,1,0,2023-07-01 16:05:00,7,7.0,True,102.0
13,Bailey Ober,R,MIN,BAL,6.07,4.5,-106.0,0.515,0.724,0.209,-118.0,0.541,0.276,-0.265,1,0,2023-07-01 16:05:00,8,7.0,True,94.34
15,Hunter Brown,R,HOU,TEX,6.78,6.5,124.0,0.446,0.517,0.071,-158.0,0.612,0.483,-0.129,1,0,2023-07-01 16:05:00,6,4.0,False,-100.0
17,Anthony DeSclafani,R,SFG,NYM,4.43,3.5,-140.0,0.583,0.646,0.063,110.0,0.476,0.354,-0.122,1,0,2023-07-01 16:10:00,3,3.0,False,-100.0
19,Eury Perez,R,MIA,ATL,5.85,5.5,126.0,0.442,0.53,0.088,-160.0,0.615,0.47,-0.145,1,0,2023-07-01 16:10:00,0,0.1,False,-100.0
24,Marcus Stroman,R,CHC,CLE,5.01,3.5,-136.0,0.576,0.737,0.161,106.0,0.485,0.263,-0.222,1,0,2023-07-01 19:15:00,7,5.2,True,73.53
5,Sonny Gray,R,MIN,BAL,6.16,4.5,100.0,0.5,0.736,0.236,-128.0,0.561,0.264,-0.297,1,0,2023-07-02 12:05:00,7,6.0,True,100.0
7,Spencer Strider,R,ATL,MIA,9.05,8.5,100.0,0.5,0.551,0.051,-128.0,0.561,0.449,-0.112,1,0,2023-07-02 13:35:00,9,6.2,True,100.0
9,Colin Rea,R,MIL,PIT,4.73,4.5,112.0,0.472,0.51,0.038,-142.0,0.587,0.49,-0.097,1,0,2023-07-02 13:35:00,3,6.2,False,-100.0
12,Tony Gonsolin,R,LAD,KCR,4.74,4.5,106.0,0.485,0.513,0.028,-134.0,0.573,0.487,-0.086,1,0,2023-07-02 14:10:00,3,3.2,False,-100.0
13,Brady Singer,R,KCR,LAD,5.96,4.5,108.0,0.481,0.709,0.228,-138.0,0.58,0.291,-0.289,1,0,2023-07-02 14:10:00,4,7.0,False,-100.0
16,Jameson Taillon,R,CHC,CLE,4.72,3.5,-136.0,0.576,0.693,0.117,108.0,0.481,0.307,-0.174,1,0,2023-07-02 14:20:00,6,5.0,True,73.53
18,Connor Seabold,R,COL,DET,4.47,3.5,-138.0,0.58,0.652,0.072,108.0,0.481,0.348,-0.133,1,0,2023-07-02 15:10:00,4,5.0,True,72.46
0,Martin Perez,L,TEX,HOU,4.36,3.5,124.0,0.446,0.634,0.188,-158.0,0.612,0.366,-0.246,1,0,2023-07-03 14:05:00,0,1.1,False,-100.0
3,Austin Cox,L,KCR,MIN,4.86,3.5,120.0,0.455,0.714,0.259,-154.0,0.606,0.286,-0.32,1,0,2023-07-03 20:10:00,4,4.2,True,120.0
4,Cristian Javier,R,HOU,TEX,6.4,4.5,-156.0,0.609,0.764,0.155,124.0,0.446,0.236,-0.21,1,0,2023-07-03 14:05:00,4,4.1,False,-100.0
6,Luke Weaver,R,CIN,WAS,4.52,3.5,108.0,0.481,0.661,0.18,-136.0,0.576,0.339,-0.237,1,0,2023-07-03 18:05:00,2,5.0,False,-100.0
11,Bryce Elder,R,ATL,CLE,4.75,3.5,-112.0,0.528,0.699,0.171,-112.0,0.528,0.301,-0.227,1,0,2023-07-03 19:10:00,1,6.2,False,-100.0
13,Joe Ryan,R,MIN,KCR,7.15,6.5,-116.0,0.537,0.572,0.035,-110.0,0.524,0.428,-0.096,1,0,2023-07-03 20:10:00,9,6.0,True,86.21
14,Bryan Woo,R,SEA,SFG,7.24,5.5,100.0,0.5,0.729,0.229,-128.0,0.561,0.271,-0.29,1,0,2023-07-03 21:45:00,7,6.0,True,100.0
15,Logan Webb,R,SFG,SEA,5.96,5.5,-106.0,0.515,0.547,0.032,-120.0,0.545,0.453,-0.092,1,0,2023-07-03 21:45:00,11,6.2,True,94.34
2,Kyle Freeland,L,COL,HOU,4.56,3.5,102.0,0.495,0.668,0.173,-130.0,0.565,0.332,-0.233,1,0,2023-07-04 16:10:00,3,6.1,False,-100.0
3,Wade Miley,L,MIL,CHC,4.0,3.5,102.0,0.495,0.566,0.071,-130.0,0.565,0.434,-0.131,1,0,2023-07-04 16:10:00,4,5.0,True,102.0
6,Kolby Allard,L,ATL,CLE,4.72,3.5,-124.0,0.554,0.693,0.139,-102.0,0.505,0.307,-0.198,1,0,2023-07-04 19:10:00,3,5.0,False,-100.0
16,Logan Gilbert,R,SEA,SFG,6.34,5.5,102.0,0.495,0.607,0.112,-128.0,0.561,0.393,-0.168,1,0,2023-07-04 16:35:00,7,9.0,True,102.0
18,Shohei Ohtani,R,LAA,SDP,8.12,7.5,-102.0,0.505,0.563,0.058,-124.0,0.554,0.437,-0.117,1,0,2023-07-04 18:40:00,5,5.0,False,-100.0
22,Lucas Giolito,R,CHW,TOR,6.18,5.5,-126.0,0.558,0.583,0.025,-102.0,0.505,0.417,-0.088,1,0,2023-07-04 20:10:00,4,6.0,False,-100.0
12,Jon Gray,R,TEX,BOS,5.3,4.5,-118.0,0.541,0.611,0.07,-106.0,0.515,0.389,-0.126,1,0,2023-07-05 19:10:00,2,6.0,False,-100.0
19,Alex Cobb,R,SFG,SEA,5.81,5.5,122.0,0.45,0.523,0.073,-154.0,0.606,0.477,-0.129,1,0,2023-07-05 21:05:00,7,6.0,True,122.0
20,Kodai Senga,R,NYM,ARI,6.19,5.5,102.0,0.495,0.585,0.09,-128.0,0.561,0.415,-0.146,1,0,2023-07-05 21:40:00,12,8.0,True,102.0
3,Cristopher Sanchez,L,PHI,TBR,4.95,3.5,-152.0,0.603,0.728,0.125,120.0,0.455,0.272,-0.183,1,0,2023-07-06 18:40:00,2,6.0,False,-100.0
9,Lance Lynn,R,CHW,TOR,6.46,5.5,-150.0,0.6,0.624,0.024,118.0,0.459,0.376,-0.083,1,0,2023-07-06 17:10:00,11,7.0,True,66.67
19,Johan Oviedo,R,PIT,LAD,5.42,4.5,-110.0,0.524,0.63,0.106,-116.0,0.537,0.37,-0.167,1,0,2023-07-06 22:10:00,6,6.2,True,90.91
0,Carlos Rodon,L,NYY,CHC,7.52,6.5,110.0,0.476,0.624,0.148,-138.0,0.58,0.376,-0.204,1,0,2023-07-07 19:05:00,2,5.1,False,-100.0
1,Cody Bradford,L,TEX,WAS,5.48,4.5,114.0,0.467,0.639,0.172,-144.0,0.59,0.361,-0.229,1,0,2023-07-07 19:05:00,1,5.0,False,-100.0
2,Daniel Lynch,L,KCR,CLE,4.82,3.5,-106.0,0.515,0.709,0.194,-120.0,0.545,0.291,-0.254,1,0,2023-07-07 19:10:00,3,6.0,False,-100.0
10,Alex Faedo,R,DET,TOR,4.34,3.5,-134.0,0.573,0.631,0.058,104.0,0.49,0.369,-0.121,1,0,2023-07-07 18:40:00,2,3.2,False,-100.0
16,Luis Castillo,R,SEA,HOU,7.63,5.5,-136.0,0.576,0.773,0.197,108.0,0.481,0.227,-0.254,1,0,2023-07-07 20:10:00,3,7.0,False,-100.0
17,Hunter Brown,R,HOU,SEA,6.65,6.5,112.0,0.472,0.497,0.025,-142.0,0.587,0.503,-0.084,1,0,2023-07-07 20:10:00,8,3.0,True,112.0
18,Bailey Ober,R,MIN,BAL,6.22,5.5,-108.0,0.519,0.589,0.07,-118.0,0.541,0.411,-0.13,1,0,2023-07-07 20:10:00,5,6.0,False,-100.0
23,Yu Darvish,R,SDP,NYM,6.41,5.5,-102.0,0.505,0.617,0.112,-126.0,0.558,0.383,-0.175,1,0,2023-07-07 21:40:00,4,5.0,False,-100.0
24,Griffin Canning,R,LAA,LAD,5.7,5.5,120.0,0.455,0.505,0.05,-152.0,0.603,0.495,-0.108,1,0,2023-07-07 22:10:00,0,2.2,False,-100.0
0,Drew Smyly,L,CHC,NYY,4.66,4.5,132.0,0.431,0.498,0.067,-168.0,0.627,0.502,-0.125,1,0,2023-07-08 13:05:00,3,4.0,False,-100.0
1,Andrew Heaney,L,TEX,WAS,6.07,5.5,112.0,0.472,0.565,0.093,-142.0,0.587,0.435,-0.152,1,0,2023-07-08 16:05:00,4,3.0,False,-100.0
2,Ranger Suarez,L,PHI,MIA,5.27,4.5,-118.0,0.541,0.606,0.065,-108.0,0.519,0.394,-0.125,1,0,2023-07-08 16:10:00,4,5.2,False,-100.0
6,David Peterson,L,NYM,SDP,5.71,4.5,-128.0,0.561,0.675,0.114,100.0,0.5,0.325,-0.175,1,0,2023-07-08 22:10:00,7,5.1,True,78.12
12,Sonny Gray,R,MIN,BAL,6.2,4.5,-166.0,0.624,0.741,0.117,130.0,0.435,0.259,-0.176,1,0,2023-07-08 14:10:00,5,6.0,True,60.24
14,Brady Singer,R,KCR,CLE,5.99,3.5,-140.0,0.583,0.848,0.265,110.0,0.476,0.152,-0.324,1,0,2023-07-08 16:10:00,3,5.0,False,-100.0
18,Bryan Woo,R,SEA,HOU,7.42,5.5,-110.0,0.524,0.75,0.226,-116.0,0.537,0.25,-0.287,1,0,2023-07-08 19:15:00,4,6.0,False,-100.0
20,Taj Bradley,R,TBR,ATL,6.37,5.5,122.0,0.45,0.612,0.162,-156.0,0.609,0.388,-0.221,1,0,2023-07-08 19:15:00,4,5.0,False,-100.0
1,JP Sears,L,OAK,BOS,5.18,4.5,-122.0,0.55,0.591,0.041,-106.0,0.515,0.409,-0.106,1,0,2023-07-09 13:35:00,4,5.0,False,-100.0
2,Ryan Yarbrough,L,KCR,CLE,3.87,2.5,-116.0,0.537,0.743,0.206,-110.0,0.524,0.257,-0.267,1,0,2023-07-09 13:40:00,5,6.0,True,86.21
3,Tarik Skubal,L,DET,TOR,5.47,4.5,132.0,0.431,0.638,0.207,-168.0,0.627,0.362,-0.265,1,0,2023-07-09 13:40:00,5,4.0,True,132.0
5,Steven Matz,L,STL,CHW,6.03,3.5,-112.0,0.528,0.851,0.323,-112.0,0.528,0.149,-0.379,1,0,2023-07-09 14:10:00,9,5.1,True,89.29
6,Kyle Freeland,L,COL,SFG,4.51,3.5,-152.0,0.603,0.66,0.057,120.0,0.455,0.34,-0.115,1,0,2023-07-09 16:05:00,0,6.1,False,-100.0
7,Dane Dunning,R,TEX,WAS,4.69,3.5,-104.0,0.51,0.689,0.179,-122.0,0.55,0.311,-0.239,1,0,2023-07-09 12:05:00,4,5.2,True,96.15
8,Kyle Hendricks,R,CHC,NYY,4.04,3.5,-112.0,0.528,0.575,0.047,-112.0,0.528,0.425,-0.103,1,0,2023-07-09 13:35:00,5,5.2,True,89.29
12,Aaron Nola,R,PHI,MIA,7.11,5.5,-156.0,0.609,0.712,0.103,122.0,0.45,0.287,-0.163,1,0,2023-07-09 13:40:00,6,6.0,True,64.1
16,Logan Gilbert,R,SEA,HOU,6.38,4.5,-140.0,0.583,0.763,0.18,110.0,0.476,0.237,-0.239,1,0,2023-07-09 14:10:00,6,7.0,True,71.43
19,Joe Ryan,R,MIN,BAL,7.17,5.5,-110.0,0.524,0.721,0.197,-116.0,0.537,0.279,-0.258,1,0,2023-07-09 14:10:00,10,4.1,True,90.91
23,Joe Musgrove,R,SDP,NYM,5.92,5.5,106.0,0.485,0.541,0.056,-134.0,0.573,0.459,-0.114,1,0,2023-07-09 16:10:00,7,6.0,True,106.0
1,Ranger Suarez,L,PHI,SDP,5.29,4.5,-128.0,0.561,0.609,0.048,100.0,0.5,0.391,-0.109,1,0,2023-07-15 19:05:00,3,6.0,False,-100.0
3,Andrew Heaney,L,TEX,CLE,5.94,4.5,-130.0,0.565,0.707,0.142,104.0,0.49,0.293,-0.197,1,0,2023-07-15 16:05:00,4,5.1,False,-100.0
9,Marcus Stroman,R,CHC,BOS,5.15,4.5,-106.0,0.515,0.586,0.071,-122.0,0.55,0.414,-0.136,1,0,2023-07-15 14:20:00,3,6.0,False,-100.0
13,Taijuan Walker,R,PHI,SDP,4.7,4.5,110.0,0.476,0.506,0.03,-140.0,0.583,0.494,-0.089,1,0,2023-07-15 13:05:00,3,5.0,False,-100.0
14,Alex Cobb,R,SFG,PIT,5.84,4.5,-104.0,0.51,0.693,0.183,-122.0,0.55,0.307,-0.243,1,0,2023-07-15 19:05:00,5,6.0,True,96.15
15,Johan Oviedo,R,PIT,SFG,5.51,4.5,-140.0,0.583,0.643,0.06,110.0,0.476,0.357,-0.119,1,0,2023-07-15 19:05:00,10,7.0,True,71.43
19,Tony Gonsolin,R,LAD,NYM,4.64,3.5,-128.0,0.561,0.681,0.12,102.0,0.495,0.319,-0.176,1,0,2023-07-15 19:15:00,3,5.0,False,-100.0
22,Connor Seabold,R,COL,NYY,4.26,3.5,-110.0,0.524,0.616,0.092,-116.0,0.537,0.384,-0.153,1,0,2023-07-15 20:10:00,1,2.1,False,-100.0
0,Alex Wood,L,SFG,PIT,5.54,4.5,-118.0,0.541,0.649,0.108,-108.0,0.519,0.351,-0.168,1,0,2023-07-16 12:05:00,1,3.2,False,-100.0
4,Justin Steele,L,CHC,BOS,5.68,5.5,120.0,0.455,0.502,0.047,-152.0,0.603,0.498,-0.105,1,0,2023-07-16 14:20:00,6,6.0,True,120.0
5,Martin Perez,L,TEX,CLE,4.23,3.5,132.0,0.431,0.61,0.179,-168.0,0.627,0.39,-0.237,1,0,2023-07-16 14:35:00,2,5.0,False,-100.0
7,Tyler Anderson,L,LAA,HOU,4.87,3.5,-152.0,0.603,0.716,0.113,120.0,0.455,0.284,-0.171,1,0,2023-07-16 19:10:00,5,3.0,True,65.79
8,Osvaldo Bido,R,PIT,SFG,4.66,4.5,114.0,0.467,0.498,0.031,-144.0,0.59,0.502,-0.088,1,0,2023-07-16 12:05:00,3,2.2,False,-100.0
9,Dylan Cease,R,CHW,ATL,7.09,6.5,112.0,0.472,0.564,0.092,-144.0,0.59,0.436,-0.154,1,0,2023-07-16 13:35:00,6,5.0,False,-100.0
10,Seth Lugo,R,SDP,PHI,4.97,4.5,116.0,0.463,0.554,0.091,-148.0,0.597,0.446,-0.151,1,0,2023-07-16 13:35:00,5,5.1,True,116.0
16,Zach Eflin,R,TBR,KCR,5.73,5.5,110.0,0.476,0.51,0.034,-140.0,0.583,0.49,-0.093,1,0,2023-07-16 14:10:00,0,3.0,False,-100.0
17,Brady Singer,R,KCR,TBR,5.9,3.5,-168.0,0.627,0.84,0.213,132.0,0.431,0.16,-0.271,1,0,2023-07-16 14:10:00,4,8.0,True,59.52
20,Kutter Crawford,R,BOS,CHC,6.04,4.5,-116.0,0.537,0.721,0.184,-112.0,0.528,0.279,-0.249,1,0,2023-07-16 14:20:00,9,6.0,True,86.21
23,Chase Anderson,R,COL,NYY,4.29,3.5,-102.0,0.505,0.621,0.116,-126.0,0.558,0.379,-0.179,1,0,2023-07-16 15:10:00,1,5.0,False,-100.0
25,Reese Olson,R,DET,SEA,5.65,4.5,-140.0,0.583,0.665,0.082,110.0,0.476,0.335,-0.141,1,0,2023-07-16 16:10:00,5,5.1,True,71.43
27,Cristian Javier,R,HOU,LAA,6.28,5.5,124.0,0.446,0.598,0.152,-158.0,0.612,0.402,-0.21,1,0,2023-07-16 19:10:00,7,5.0,True,124.0
6,Shane McClanahan,L,TBR,TEX,6.54,5.5,-112.0,0.528,0.636,0.108,-112.0,0.528,0.364,-0.164,1,0,2023-07-17 20:05:00,6,6.0,True,89.29
7,Shane McClanahan,L,TBR,TEX,6.54,5.5,-112.0,0.528,0.636,0.108,-112.0,0.528,0.364,-0.164,1,0,2023-07-17 20:05:00,6,6.0,True,89.29
8,Shane McClanahan,L,TBR,TEX,6.54,5.5,-112.0,0.528,0.636,0.108,-112.0,0.528,0.364,-0.164,1,0,2023-07-17 20:05:00,6,6.0,True,89.29
18,Grayson Rodriguez,R,BAL,LAD,5.99,4.5,-160.0,0.615,0.714,0.099,126.0,0.442,0.286,-0.156,1,0,2023-07-17 19:05:00,4,5.0,False,-100.0
19,Grayson Rodriguez,R,BAL,LAD,5.99,4.5,-160.0,0.615,0.714,0.099,126.0,0.442,0.286,-0.156,1,0,2023-07-17 19:05:00,4,5.0,False,-100.0
20,Grayson Rodriguez,R,BAL,LAD,5.99,4.5,-160.0,0.615,0.714,0.099,126.0,0.442,0.286,-0.156,1,0,2023-07-17 19:05:00,4,5.0,False,-100.0
24,Miles Mikolas,R,STL,MIA,4.21,3.5,104.0,0.49,0.606,0.116,-134.0,0.573,0.394,-0.179,1,0,2023-07-17 19:45:00,3,6.0,False,-100.0
25,Miles Mikolas,R,STL,MIA,4.21,3.5,104.0,0.49,0.606,0.116,-134.0,0.573,0.394,-0.179,1,0,2023-07-17 19:45:00,3,6.0,False,-100.0
26,Miles Mikolas,R,STL,MIA,4.21,3.5,104.0,0.49,0.606,0.116,-134.0,0.573,0.394,-0.179,1,0,2023-07-17 19:45:00,3,6.0,False,-100.0
33,Jordan Lyles,R,KCR,DET,4.68,4.5,112.0,0.472,0.501,0.029,-142.0,0.587,0.499,-0.088,1,0,2023-07-17 20:10:00,4,6.0,False,-100.0
34,Jordan Lyles,R,KCR,DET,4.68,4.5,112.0,0.472,0.501,0.029,-142.0,0.587,0.499,-0.088,1,0,2023-07-17 20:10:00,4,6.0,False,-100.0
35,Jordan Lyles,R,KCR,DET,4.68,4.5,112.0,0.472,0.501,0.029,-142.0,0.587,0.499,-0.088,1,0,2023-07-17 20:10:00,4,6.0,False,-100.0
1,Jordan Montgomery,L,STL,MIA,5.23,4.5,-108.0,0.519,0.598,0.079,-118.0,0.541,0.402,-0.139,1,0,2023-07-18 19:45:00,5,6.0,True,92.59
8,Michael Grove,R,LAD,BAL,4.39,3.5,-122.0,0.55,0.638,0.088,-104.0,0.51,0.362,-0.148,1,0,2023-07-18 19:05:00,4,5.0,True,81.97
10,Mitch Keller,R,PIT,CLE,5.68,4.5,-112.0,0.528,0.669,0.141,-112.0,0.528,0.331,-0.197,1,0,2023-07-18 19:05:00,1,6.0,False,-100.0
13,Anthony DeSclafani,R,SFG,CIN,4.42,3.5,106.0,0.485,0.645,0.16,-134.0,0.573,0.355,-0.218,1,0,2023-07-18 19:10:00,5,2.0,True,106.0
14,Luke Weaver,R,CIN,SFG,4.64,3.5,-168.0,0.627,0.681,0.054,132.0,0.431,0.319,-0.112,1,0,2023-07-18 19:10:00,6,2.2,True,59.52
15,Lucas Giolito,R,CHW,NYM,6.19,5.5,-118.0,0.541,0.585,0.044,-108.0,0.519,0.415,-0.104,1,0,2023-07-18 19:10:00,5,3.2,False,-100.0
18,Bryce Elder,R,ATL,ARI,4.45,3.5,-130.0,0.565,0.649,0.084,102.0,0.495,0.351,-0.144,1,0,2023-07-18 19:20:00,4,2.2,True,76.92
19,Edward Cabrera,R,MIA,STL,5.42,4.5,136.0,0.424,0.63,0.206,-174.0,0.635,0.37,-0.265,1,0,2023-07-18 19:45:00,6,5.0,True,136.0
20,Jameson Taillon,R,CHC,WAS,4.8,4.5,132.0,0.431,0.523,0.092,-168.0,0.627,0.477,-0.15,1,0,2023-07-18 20:05:00,4,5.2,False,-100.0
21,Taj Bradley,R,TBR,TEX,6.61,4.5,-158.0,0.612,0.789,0.177,124.0,0.446,0.211,-0.235,1,0,2023-07-18 20:05:00,9,5.0,True,63.29
23,Hunter Brown,R,HOU,COL,6.67,5.5,-104.0,0.51,0.655,0.145,-122.0,0.55,0.345,-0.205,1,0,2023-07-18 20:40:00,7,5.1,True,96.15
0,Rich Hill,L,PIT,CLE,4.61,3.5,-154.0,0.606,0.676,0.07,122.0,0.45,0.324,-0.126,1,0,2023-07-19 12:35:00,1,5.2,False,-100.0
1,Julio Urias,L,LAD,BAL,5.49,5.5,130.0,0.435,0.47,0.035,-166.0,0.624,0.53,-0.094,1,0,2023-07-19 13:05:00,2,5.0,False,-100.0
2,Austin Gomber,L,COL,HOU,5.02,2.5,-182.0,0.645,0.877,0.232,142.0,0.413,0.123,-0.29,1,0,2023-07-19 15:10:00,5,6.0,True,54.95
3,Ken Waldichuk,L,OAK,BOS,5.84,4.5,-118.0,0.541,0.693,0.152,-108.0,0.519,0.307,-0.212,1,0,2023-07-19 15:37:00,5,4.1,True,84.75
7,Ryan Yarbrough,L,KCR,DET,3.9,3.5,110.0,0.476,0.548,0.072,-140.0,0.583,0.452,-0.131,1,0,2023-07-19 20:10:00,4,5.2,True,110.0
12,Brandon Bielak,R,HOU,COL,3.9,3.5,102.0,0.495,0.547,0.052,-128.0,0.561,0.453,-0.108,1,0,2023-07-19 15:10:00,4,5.2,True,102.0
14,Colin Rea,R,MIL,PHI,4.46,3.5,-130.0,0.565,0.65,0.085,102.0,0.495,0.35,-0.145,1,0,2023-07-19 18:40:00,3,5.0,False,-100.0
15,Yu Darvish,R,SDP,TOR,6.27,5.5,-132.0,0.569,0.596,0.027,104.0,0.49,0.404,-0.086,1,0,2023-07-19 19:07:00,7,6.0,True,75.76
17,Ross Stripling,R,SFG,CIN,5.19,4.5,108.0,0.481,0.592,0.111,-136.0,0.576,0.408,-0.168,1,0,2023-07-19 19:10:00,2,6.0,False,-100.0
19,Touki Toussaint,R,CHW,NYM,5.08,4.5,120.0,0.455,0.573,0.118,-152.0,0.603,0.427,-0.176,1,0,2023-07-19 19:10:00,3,6.0,False,-100.0
23,Trevor Williams,R,WAS,CHC,4.74,4.5,110.0,0.476,0.514,0.038,-140.0,0.583,0.486,-0.097,1,0,2023-07-19 20:05:00,1,5.0,False,-100.0
24,Kyle Hendricks,R,CHC,WAS,4.17,3.5,100.0,0.5,0.599,0.099,-128.0,0.561,0.401,-0.16,1,0,2023-07-19 20:05:00,5,6.0,True,100.0
25,Kenta Maeda,R,MIN,SEA,6.85,5.5,-102.0,0.505,0.68,0.175,-126.0,0.558,0.32,-0.238,1,0,2023-07-19 21:40:00,9,6.1,True,98.04
1,Blake Snell,L,SDP,TOR,7.15,6.5,114.0,0.467,0.572,0.105,-144.0,0.59,0.428,-0.162,1,0,2023-07-20 13:07:00,4,5.0,False,-100.0
2,Steven Matz,L,STL,CHC,5.99,5.5,110.0,0.476,0.552,0.076,-140.0,0.583,0.448,-0.135,1,0,2023-07-20 20:05:00,6,5.0,True,110.0
5,Spencer Strider,R,ATL,ARI,9.11,8.5,-112.0,0.528,0.559,0.031,-116.0,0.537,0.441,-0.096,1,0,2023-07-20 12:20:00,13,6.0,True,89.29
8,Alex Cobb,R,SFG,CIN,5.89,5.5,102.0,0.495,0.537,0.042,-130.0,0.565,0.463,-0.102,1,0,2023-07-20 12:35:00,0,4.1,False,-100.0
0,Justin Steele,L,CHC,STL,5.7,4.5,-152.0,0.603,0.672,0.069,120.0,0.455,0.328,-0.127,1,0,2023-07-21 14:20:00,9,6.1,True,65.79
1,Justin Steele,L,CHC,STL,5.7,4.5,-152.0,0.603,0.672,0.069,120.0,0.455,0.328,-0.127,1,0,2023-07-21 14:20:00,9,6.1,True,65.79
4,Alex Wood,L,SFG,WAS,5.41,3.5,-154.0,0.606,0.787,0.181,120.0,0.455,0.213,-0.242,1,0,2023-07-21 19:05:00,1,4.0,False,-100.0
