name,over,under,prop_k,commence_time
Taijuan Walker,110,-140,4.5,2023-07-15 13:05:00
Tony Gonsolin,-128,102,3.5,2023-07-15 19:15:00
Zac Gallen,100,-128,5.5,2023-07-15 15:07:00
Adrian Houser,-110,-116,3.5,2023-07-16 13:40:00
Alex Wood,-118,-108,4.5,2023-07-16 12:05:00
Ben Lively,-148,116,4.5,2023-07-16 13:40:00
Bobby Miller,-128,100,4.5,2023-07-16 13:40:00
Brady Singer,-168,132,3.5,2023-07-16 14:10:00
Bryce Miller,108,-136,5.5,2023-07-16 16:10:00
Chase Anderson,-102,-126,3.5,2023-07-16 15:10:00
Cristian Javier,124,-158,5.5,2023-07-16 19:10:00
Dylan Cease,112,-144,6.5,2023-07-16 13:35:00
Gerrit Cole,-118,-108,6.5,2023-07-16 15:10:00
JP Sears,108,-136,5.5,2023-07-16 16:07:00
Jack Flaherty,108,-138,4.5,2023-07-16 14:15:00
Joe Ryan,-104,-122,7.5,2023-07-16 16:07:00
Josiah Gray,-104,-122,4.5,2023-07-16 14:15:00
Justin Steele,120,-152,5.5,2023-07-16 14:20:00
Kolby Allard,-128,100,4.5,2023-07-16 13:35:00
Kutter Crawford,-116,-112,4.5,2023-07-16 14:20:00
Martin Perez,132,-168,3.5,2023-07-16 14:35:00
Max Scherzer,-108,-118,6.5,2023-07-16 13:40:00
Osvaldo Bido,114,-144,4.5,2023-07-16 12:05:00
Reese Olson,-140,110,4.5,2023-07-16 16:10:00
Seth Lugo,116,-148,4.5,2023-07-16 13:35:00
Tanner Bibee,-146,114,4.5,2023-07-16 14:35:00
Tommy Henry,-104,-122,3.5,2023-07-16 13:37:00
Tyler Anderson,-152,120,3.5,2023-07-16 19:10:00
Yusei Kikuchi,112,-144,5.5,2023-07-16 13:37:00
Zach Eflin,110,-140,5.5,2023-07-16 14:10:00
Zack Wheeler,-140,110,6.5,2023-07-16 13:35:00
Brandon Williamson,110,-140,4.5,2023-07-17 19:10:00
Dane Dunning,-112,-116,4.5,2023-07-17 20:05:00
Drew Smyly,106,-134,4.5,2023-07-17 20:05:00
Emmet Sheehan,-154,120,3.5,2023-07-17 19:05:00
Grayson Rodriguez,-160,126,4.5,2023-07-17 19:05:00
Griffin Canning,-116,-110,5.5,2023-07-17 21:38:00
Jesus Luzardo,112,-144,6.5,2023-07-17 19:45:00
Jordan Lyles,112,-142,4.5,2023-07-17 20:10:00
Logan Gilbert,118,-150,7.5,2023-07-17 21:40:00
Logan Webb,-154,122,5.5,2023-07-17 19:10:00
Luis Severino,-156,122,4.5,2023-07-17 21:38:00
MacKenzie Gore,-110,-116,5.5,2023-07-17 20:05:00
Matt Manning,130,-166,4.5,2023-07-17 20:10:00
Miles Mikolas,104,-134,3.5,2023-07-17 19:45:00
Shane McClanahan,-112,-112,5.5,2023-07-17 20:05:00
Sonny Gray,-138,108,5.5,2023-07-17 21:40:00
Aaron Nola,110,-140,7.5,2023-07-18 18:40:00
Alek Manoah,-106,-122,4.5,2023-07-18 19:07:00
Anthony DeSclafani,108,-138,3.5,2023-07-18 19:10:00
Bailey Ober,-128,100,5.5,2023-07-18 21:40:00
Bryan Woo,-130,104,6.5,2023-07-18 21:40:00
Bryce Elder,-134,104,3.5,2023-07-18 19:20:00
Carlos Carrasco,116,-148,5.5,2023-07-18 19:10:00
Daniel Lynch,-102,-124,4.5,2023-07-18 20:10:00
Domingo German,-148,116,5.5,2023-07-18 21:38:00
Edward Cabrera,-154,122,3.5,2023-07-18 19:45:00
Jameson Taillon,116,-148,4.5,2023-07-18 20:05:00
Joe Musgrove,108,-138,5.5,2023-07-18 19:07:00
Jordan Montgomery,-108,-118,4.5,2023-07-18 19:45:00
Logan Allen,-112,-112,4.5,2023-07-18 19:05:00
Lucas Giolito,-112,-112,5.5,2023-07-18 19:10:00
Luke Weaver,126,-160,4.5,2023-07-18 19:10:00
Michael Grove,-116,-110,3.5,2023-07-18 19:05:00
Mitch Keller,124,-158,4.5,2023-07-18 19:05:00
Nathan Eovaldi,-134,106,5.5,2023-07-18 20:05:00
Patrick Corbin,-108,-118,4.5,2023-07-18 20:05:00
Patrick Sandoval,-138,108,4.5,2023-07-18 21:38:00
Taj Bradley,118,-150,5.5,2023-07-18 20:05:00
Tarik Skubal,-128,100,5.5,2023-07-18 20:10:00
Tyler Wells,-130,102,4.5,2023-07-18 19:05:00
Zach Davies,100,-128,3.5,2023-07-18 19:20:00
Aaron Nola,-136,108,6.5,2023-07-18 18:40:00
Alek Manoah,-108,-118,4.5,2023-07-18 19:07:00
Anthony DeSclafani,106,-134,3.5,2023-07-18 19:10:00
Bailey Ober,114,-146,6.5,2023-07-18 21:40:00
Bryan Woo,-136,108,6.5,2023-07-18 21:40:00
Bryce Elder,-130,102,3.5,2023-07-18 19:20:00
Carlos Carrasco,114,-144,5.5,2023-07-18 19:10:00
Daniel Lynch,-110,-116,4.5,2023-07-18 20:10:00
Domingo German,-158,124,5.5,2023-07-18 21:38:00
Edward Cabrera,136,-174,4.5,2023-07-18 19:45:00
Hunter Brown,-104,-122,5.5,2023-07-18 20:40:00
Jameson Taillon,132,-168,4.5,2023-07-18 20:05:00
Joe Musgrove,-126,-102,5.5,2023-07-18 19:07:00
Jordan Montgomery,-108,-118,4.5,2023-07-18 19:45:00
Julio Teheran,-132,104,3.5,2023-07-18 18:40:00
Logan Allen,-102,-126,4.5,2023-07-18 19:05:00
Lucas Giolito,-118,-108,5.5,2023-07-18 19:10:00
Luis Medina,-134,106,4.5,2023-07-18 21:40:00
Luke Weaver,-168,132,3.5,2023-07-18 19:10:00
Michael Grove,-122,-104,3.5,2023-07-18 19:05:00
Mitch Keller,116,-148,4.5,2023-07-18 19:05:00
Nathan Eovaldi,102,-128,5.5,2023-07-18 20:05:00
Patrick Corbin,104,-134,4.5,2023-07-18 20:05:00
Patrick Sandoval,-146,114,4.5,2023-07-18 21:38:00
Taj Bradley,-158,124,4.5,2023-07-18 20:05:00
Tarik Skubal,-102,-126,5.5,2023-07-18 20:10:00
Tyler Wells,-130,102,4.5,2023-07-18 19:05:00
Zach Davies,-128,100,3.5,2023-07-18 19:20:00
Aaron Nola,-136,108,6.5,2023-07-18 18:40:00
Alek Manoah,-108,-118,4.5,2023-07-18 19:07:00
Anthony DeSclafani,106,-134,3.5,2023-07-18 19:10:00
Bailey Ober,114,-146,6.5,2023-07-18 21:40:00
Bryan Woo,-136,108,6.5,2023-07-18 21:40:00
Bryce Elder,-130,102,3.5,2023-07-18 19:20:00
Carlos Carrasco,114,-144,5.5,2023-07-18 19:10:00
Daniel Lynch,-110,-116,4.5,2023-07-18 20:10:00
Domingo German,-158,124,5.5,2023-07-18 21:38:00
Edward Cabrera,136,-174,4.5,2023-07-18 19:45:00
Hunter Brown,-104,-122,5.5,2023-07-18 20:40:00
Jameson Taillon,132,-168,4.5,2023-07-18 20:05:00
Joe Musgrove,-126,-102,5.5,2023-07-18 19:07:00
Jordan Montgomery,-108,-118,4.5,2023-07-18 19:45:00
Julio Teheran,-132,104,3.5,2023-07-18 18:40:00
Logan Allen,102,-130,4.5,2023-07-18 19:05:00
Lucas Giolito,-118,-108,5.5,2023-07-18 19:10:00
Luis Medina,-134,104,4.5,2023-07-18 21:40:00
Luke Weaver,-168,132,3.5,2023-07-18 19:10:00
Michael Grove,-122,-104,3.5,2023-07-18 19:05:00
Mitch Keller,-112,-112,4.5,2023-07-18 19:05:00
Nathan Eovaldi,102,-128,5.5,2023-07-18 20:05:00
Patrick Corbin,104,-134,4.5,2023-07-18 20:05:00
Patrick Sandoval,-146,114,4.5,2023-07-18 21:38:00
Taj Bradley,-158,124,4.5,2023-07-18 20:05:00
Tarik Skubal,-102,-126,5.5,2023-07-18 20:10:00
Tyler Wells,-130,102,4.5,2023-07-18 19:05:00
Zach Davies,-128,100,3.5,2023-07-18 19:20:00
Aaron Nola,-136,108,6.5,2023-07-18 18:40:00
Alek Manoah,-108,-118,4.5,2023-07-18 19:07:00
Anthony DeSclafani,106,-134,3.5,2023-07-18 19:10:00
Bailey Ober,114,-146,6.5,2023-07-18 21:40:00
Bryan Woo,-136,108,6.5,2023-07-18 21:40:00
Bryce Elder,-130,102,3.5,2023-07-18 19:20:00
Carlos Carrasco,114,-144,5.5,2023-07-18 19:10:00
Daniel Lynch,-110,-116,4.5,2023-07-18 20:10:00
Domingo German,-158,124,5.5,2023-07-18 21:38:00
Edward Cabrera,136,-174,4.5,2023-07-18 19:45:00
Hunter Brown,-104,-122,5.5,2023-07-18 20:40:00
Jameson Taillon,132,-168,4.5,2023-07-18 20:05:00
Joe Musgrove,-126,-102,5.5,2023-07-18 19:07:00
Jordan Montgomery,-108,-118,4.5,2023-07-18 19:45:00
Julio Teheran,-132,104,3.5,2023-07-18 18:40:00
Logan Allen,102,-130,4.5,2023-07-18 19:05:00
Lucas Giolito,-118,-108,5.5,2023-07-18 19:10:00
Luis Medina,-134,104,4.5,2023-07-18 21:40:00
Luke Weaver,-168,132,3.5,2023-07-18 19:10:00
Michael Grove,-122,-104,3.5,2023-07-18 19:05:00
Mitch Keller,-112,-112,4.5,2023-07-18 19:05:00
Nathan Eovaldi,102,-128,5.5,2023-07-18 20:05:00
Patrick Corbin,104,-134,4.5,2023-07-18 20:05:00
Patrick Sandoval,-146,114,4.5,2023-07-18 21:38:00
Taj Bradley,-158,124,4.5,2023-07-18 20:05:00
Tarik Skubal,-102,-126,5.5,2023-07-18 20:10:00
Tyler Wells,-130,102,4.5,2023-07-18 19:05:00
Zach Davies,-128,100,3.5,2023-07-18 19:20:00
Aaron Civale,128,-164,5.5,2023-07-19 12:35:00
Austin Gomber,-182,142,2.5,2023-07-19 15:10:00
Brandon Bielak,102,-128,3.5,2023-07-19 15:10:00
Brayan Bello,-116,-110,5.5,2023-07-19 15:37:00
Carlos Rodon,-134,106,6.5,2023-07-19 19:07:00
Charlie Morton,112,-144,6.5,2023-07-19 19:20:00
Colin Rea,-130,102,3.5,2023-07-19 18:40:00
Cristopher Sanchez,-118,-108,4.5,2023-07-19 18:40:00
Dean Kremer,100,-128,4.5,2023-07-19 13:05:00
Eduardo Rodriguez,-140,110,5.5,2023-07-19 20:10:00
Graham Ashcraft,120,-154,4.5,2023-07-19 19:10:00
Jon Gray,-122,-104,5.5,2023-07-19 14:05:00
Jose Berrios,108,-138,5.5,2023-07-19 19:07:00
Julio Urias,130,-166,5.5,2023-07-19 13:05:00
Justin Verlander,-128,102,6.5,2023-07-19 19:10:00
Ken Waldichuk,-118,-108,4.5,2023-07-19 15:37:00
Kenta Maeda,-102,-126,5.5,2023-07-19 21:40:00
Kyle Hendricks,100,-128,3.5,2023-07-19 20:05:00
Luis Castillo,-118,-108,7.5,2023-07-19 21:40:00
Rich Hill,-154,122,3.5,2023-07-19 12:35:00
Ross Stripling,108,-136,4.5,2023-07-19 19:10:00
Ryan Yarbrough,110,-140,3.5,2023-07-19 20:10:00
Ryne Nelson,-112,-112,3.5,2023-07-19 19:20:00
Sandy Alcantara,-116,-110,5.5,2023-07-19 14:15:00
Touki Toussaint,120,-152,4.5,2023-07-19 19:10:00
Trevor Williams,110,-140,4.5,2023-07-19 20:05:00
Yu Darvish,-132,104,5.5,2023-07-19 19:07:00
Alex Cobb,102,-130,5.5,2023-07-20 12:35:00
Andrew Abbott,120,-154,6.5,2023-07-20 12:35:00
Blake Snell,114,-144,6.5,2023-07-20 13:07:00
Chris Bassitt,-134,106,4.5,2023-07-20 13:07:00
Corbin Burnes,-152,120,6.5,2023-07-20 12:35:00
George Kirby,-112,-112,6.5,2023-07-20 15:40:00
Hogan Harris,100,-128,4.5,2023-07-20 21:40:00
J.P. France,106,-136,5.5,2023-07-20 21:40:00
Kyle Gibson,114,-144,5.5,2023-07-20 18:40:00
Marcus Stroman,-164,128,4.5,2023-07-20 20:05:00
Michael Kopech,-116,-110,4.5,2023-07-20 13:10:00
Pablo Lopez,-156,122,7.5,2023-07-20 15:40:00
Spencer Strider,-112,-116,8.5,2023-07-20 12:20:00
Steven Matz,110,-140,5.5,2023-07-20 20:05:00
Taijuan Walker,-126,-102,4.5,2023-07-20 12:35:00
Tyler Glasnow,104,-134,8.5,2023-07-20 18:40:00
Zac Gallen,104,-130,5.5,2023-07-20 12:20:00
Alec Marsh,-122,-106,4.5,2023-07-21 19:05:00
Alex Wood,-154,120,3.5,2023-07-21 19:05:00
Andrew Heaney,-152,120,5.5,2023-07-21 20:05:00
Ben Lively,-140,110,3.5,2023-07-21 19:10:00
Braxton Garrett,-146,114,5.5,2023-07-21 18:40:00
Bryce Miller,128,-164,5.5,2023-07-21 22:10:00
Clarke Schmidt,-160,126,5.5,2023-07-21 19:05:00
Framber Valdez,-148,116,6.5,2023-07-21 21:40:00
Freddy Peralta,106,-134,6.5,2023-07-21 20:10:00
Gavin Williams,-140,110,4.5,2023-07-21 19:10:00
JP Sears,-112,-112,4.5,2023-07-21 21:40:00
Jack Flaherty,-146,114,5.5,2023-07-21 14:20:00
Jake Irvin,124,-158,4.5,2023-07-21 19:05:00
Joe Ryan,-154,120,6.5,2023-07-21 20:10:00
Johan Oviedo,-164,128,5.5,2023-07-21 21:38:00
Justin Steele,-152,120,4.5,2023-07-21 14:20:00
Kodai Senga,-150,118,5.5,2023-07-21 19:10:00
Kutter Crawford,110,-140,4.5,2023-07-21 19:10:00
Kyle Bradish,-108,-118,5.5,2023-07-21 18:40:00
Lance Lynn,122,-156,7.5,2023-07-21 20:10:00
Mike Soroka,108,-138,4.5,2023-07-21 20:10:00
Ranger Suarez,-122,-104,3.5,2023-07-21 19:10:00
Reese Olson,106,-134,4.5,2023-07-21 18:40:00
Seth Lugo,-164,128,4.5,2023-07-21 18:40:00
Shohei Ohtani,-140,110,7.5,2023-07-21 21:38:00
Tommy Henry,-116,-110,4.5,2023-07-21 19:10:00
Tony Gonsolin,-172,134,3.5,2023-07-21 20:05:00
Yusei Kikuchi,-138,108,5.5,2023-07-21 22:10:00
Zach Eflin,-152,120,4.5,2023-07-21 18:40:00
Adrian Houser,-104,-122,3.5,2023-07-22 19:15:00
Allan Winans,136,-174,4.5,2023-07-22 19:15:00
Bobby Miller,118,-150,5.5,2023-07-22 16:05:00
Brady Singer,-128,100,4.5,2023-07-22 13:05:00
Chase Anderson,-112,-116,3.5,2023-07-22 13:10:00
Cristian Javier,-142,112,5.5,2023-07-22 21:07:00
Dane Dunning,118,-150,4.5,2023-07-22 16:05:00
Dylan Cease,110,-140,7.5,2023-07-22 19:15:00
Gerrit Cole,100,-128,8.5,2023-07-22 13:05:00
Grayson Rodriguez,-134,106,5.5,2023-07-22 16:10:00
James Paxton,-108,-118,5.5,2023-07-22 19:10:00
Johnny Cueto,-148,116,3.5,2023-07-22 13:10:00
Josiah Gray,114,-146,5.5,2023-07-22 19:05:00
Kevin Gausman,104,-132,7.5,2023-07-22 16:10:00
Logan Gilbert,-122,-106,5.5,2023-07-22 16:10:00
Logan Webb,-120,-106,4.5,2023-07-22 19:05:00
Matt Manning,-160,126,3.5,2023-07-22 18:10:00
Max Scherzer,-152,120,5.5,2023-07-22 19:10:00
Miles Mikolas,110,-140,4.5,2023-07-22 14:20:00
Osvaldo Bido,-130,102,4.5,2023-07-22 21:07:00
Paul Blackburn,128,-164,4.5,2023-07-22 21:07:00
Reid Detmers,-132,104,6.5,2023-07-22 21:07:00
Shane McClanahan,-102,-126,6.5,2023-07-22 16:10:00
Sonny Gray,-140,110,5.5,2023-07-22 19:15:00
Tanner Bibee,-106,-122,5.5,2023-07-22 19:10:00
Zack Wheeler,120,-152,5.5,2023-07-22 19:10:00
Aaron Nola,128,-164,5.5,2023-07-23 13:40:00
Alek Manoah,128,-164,5.5,2023-07-23 16:10:00
Bailey Ober,-122,-106,5.5,2023-07-23 14:10:00
Bryan Woo,106,-134,6.5,2023-07-23 16:10:00
Bryce Elder,112,-144,4.5,2023-07-23 14:10:00
Carlos Carrasco,-140,110,3.5,2023-07-23 19:10:00
Emmet Sheehan,100,-128,4.5,2023-07-23 14:35:00
Hunter Brown,120,-152,7.5,2023-07-23 16:07:00
Jameson Taillon,-130,102,4.5,2023-07-23 14:20:00
Jesus Luzardo,110,-140,7.5,2023-07-23 13:40:00
Joe Musgrove,108,-138,6.5,2023-07-23 12:05:00
Jordan Lyles,136,-174,4.5,2023-07-23 13:35:00
Jordan Montgomery,108,-138,5.5,2023-07-23 14:20:00
Julio Teheran,-136,108,3.5,2023-07-23 14:10:00
Lucas Giolito,104,-132,6.5,2023-07-23 14:10:00
Luis Medina,-116,-110,4.5,2023-07-23 16:07:00
Luis Severino,-132,104,5.5,2023-07-23 13:35:00
Luke Weaver,-118,-108,3.5,2023-07-23 13:40:00
MacKenzie Gore,-112,-112,5.5,2023-07-23 13:35:00
Martin Perez,-150,120,3.5,2023-07-23 14:35:00
Mitch Keller,104,-134,6.5,2023-07-23 16:07:00
Taj Bradley,-148,116,5.5,2023-07-23 13:40:00
Tyler Anderson,126,-160,5.5,2023-07-23 16:07:00
Tyler Wells,110,-140,5.5,2023-07-23 13:40:00
Brandon Bielak,108,-138,4.5,2023-07-24 20:10:00
Colin Rea,-134,106,4.5,2023-07-24 20:10:00
Cristopher Sanchez,108,-138,4.5,2023-07-24 18:40:00
Dean Kremer,114,-146,5.5,2023-07-24 18:40:00
Graham Ashcraft,130,-166,4.5,2023-07-24 20:10:00
Jon Gray,112,-142,5.5,2023-07-24 20:10:00
Jose Berrios,120,-152,5.5,2023-07-24 22:10:00
Kenta Maeda,-138,108,5.5,2023-07-24 19:40:00
Logan Allen,-142,112,5.5,2023-07-24 19:10:00
Luis Castillo,-150,118,6.5,2023-07-24 19:40:00
Michael Grove,-110,-116,4.5,2023-07-24 22:10:00
Quinn Priester,114,-144,3.5,2023-07-24 21:40:00
Yu Darvish,-150,118,6.5,2023-07-24 21:40:00
Aaron Civale,-102,-126,5.5,2023-07-25 19:10:00
Alex Cobb,-154,120,5.5,2023-07-25 21:45:00
Andrew Abbott,-152,120,5.5,2023-07-25 20:10:00
Austin Gomber,-122,-106,3.5,2023-07-25 19:05:00
Blake Snell,-128,100,7.5,2023-07-25 21:40:00
Chris Bassitt,-134,106,4.5,2023-07-25 22:10:00
Corbin Burnes,-126,-102,7.5,2023-07-25 20:10:00
Domingo German,-120,-106,5.5,2023-07-25 19:05:00
Eduardo Rodriguez,114,-146,6.5,2023-07-25 18:40:00
Edward Cabrera,112,-142,6.5,2023-07-25 18:40:00
George Kirby,-160,126,5.5,2023-07-25 19:40:00
Griffin Canning,108,-136,6.5,2023-07-25 18:40:00
Julio Urias,-118,-108,4.5,2023-07-25 22:10:00
Justin Verlander,-158,124,5.5,2023-07-25 19:05:00
Ken Waldichuk,-110,-116,4.5,2023-07-25 21:45:00
Kyle Gibson,-144,114,4.5,2023-07-25 18:40:00
Kyle Hendricks,118,-150,4.5,2023-07-25 20:10:00
Michael Kopech,-122,-104,5.5,2023-07-25 20:10:00
Pablo Lopez,-110,-116,7.5,2023-07-25 19:40:00
Rich Hill,108,-136,4.5,2023-07-25 21:40:00
Steven Matz,-128,100,4.5,2023-07-25 21:40:00
Taijuan Walker,-134,106,4.5,2023-07-25 18:40:00
Trevor Williams,108,-136,4.5,2023-07-25 19:05:00
Tyler Glasnow,104,-130,8.5,2023-07-25 18:40:00
Alec Marsh,130,-166,4.5,2023-07-26 13:10:00
Andrew Heaney,-160,126,4.5,2023-07-26 20:10:00
Ben Lively,-112,-112,4.5,2023-07-26 14:10:00
Brayan Bello,-112,-112,4.5,2023-07-26 19:10:00
Bryce Miller,122,-156,5.5,2023-07-26 13:10:00
Carlos Rodon,-126,-102,6.5,2023-07-26 19:05:00
Framber Valdez,-108,-118,6.5,2023-07-26 20:10:00
Freddy Peralta,-150,118,6.5,2023-07-26 14:10:00
Gavin Williams,108,-136,5.5,2023-07-26 13:10:00
Jack Flaherty,-160,126,4.5,2023-07-26 15:40:00
Jake Irvin,102,-128,5.5,2023-07-26 12:05:00
Joe Ryan,-138,108,6.5,2023-07-26 13:10:00
Johan Oviedo,104,-132,4.5,2023-07-26 16:10:00
Jose Quintana,-150,118,3.5,2023-07-26 19:05:00
Kyle Bradish,108,-138,5.5,2023-07-26 18:05:00
Lance Lynn,120,-152,7.5,2023-07-26 20:10:00
Marcus Stroman,-120,-106,4.5,2023-07-26 20:10:00
Michael Lorenzen,-148,116,4.5,2023-07-26 18:40:00
Patrick Sandoval,116,-148,5.5,2023-07-26 18:40:00
Peter Lambert,138,-176,3.5,2023-07-26 12:05:00
Ranger Suarez,120,-154,5.5,2023-07-26 18:05:00
Sandy Alcantara,-128,100,5.5,2023-07-26 12:10:00
Seth Lugo,-112,-112,5.5,2023-07-26 16:10:00
Spencer Strider,100,-128,8.5,2023-07-26 19:10:00
Tony Gonsolin,-112,-112,4.5,2023-07-26 16:10:00
Yusei Kikuchi,120,-154,5.5,2023-07-26 16:10:00
Zac Gallen,118,-150,6.5,2023-07-26 15:40:00
Zach Eflin,-144,114,5.5,2023-07-26 12:10:00
Dylan Cease,-118,-108,5.5,2023-07-27 20:10:00
Josiah Gray,116,-148,4.5,2023-07-27 19:10:00
Justin Steele,110,-140,5.5,2023-07-27 19:45:00
Kodai Senga,-152,120,5.5,2023-07-27 19:10:00
Michael Lorenzen,-136,108,4.5,2023-07-27 13:10:00
Miles Mikolas,112,-142,4.5,2023-07-27 19:45:00
Shohei Ohtani,-128,100,7.5,2023-07-27 13:10:00
Tanner Bibee,-158,124,5.5,2023-07-27 20:10:00
Adrian Houser,-108,-118,3.5,2023-07-28 19:20:00
Bobby Miller,-110,-116,6.5,2023-07-28 22:10:00
Brady Singer,-146,114,4.5,2023-07-28 20:10:00
Brandon Williamson,134,-172,4.5,2023-07-28 22:10:00
Braxton Garrett,-130,102,5.5,2023-07-28 18:40:00
Cristian Javier,-136,106,5.5,2023-07-28 20:10:00
Dane Dunning,-136,106,3.5,2023-07-28 21:40:00
Gerrit Cole,-138,108,6.5,2023-07-28 19:05:00
Grayson Rodriguez,100,-128,5.5,2023-07-28 19:05:00
Joe Musgrove,126,-160,6.5,2023-07-28 21:40:00
Kevin Gausman,-128,100,7.5,2023-07-28 19:07:00
Kutter Crawford,114,-144,5.5,2023-07-28 22:15:00
Logan Gilbert,118,-150,5.5,2023-07-28 21:40:00
Logan Webb,-118,-108,5.5,2023-07-28 22:15:00
Lucas Giolito,-112,-112,5.5,2023-07-28 19:07:00
MacKenzie Gore,100,-128,5.5,2023-07-28 19:10:00
Max Scherzer,114,-146,6.5,2023-07-28 19:10:00
Mitch Keller,-102,-124,5.5,2023-07-28 19:05:00
Reese Olson,-148,116,4.5,2023-07-28 18:40:00
Shane McClanahan,-108,-118,5.5,2023-07-28 20:10:00
Sonny Gray,-160,126,4.5,2023-07-28 20:10:00
Tommy Henry,126,-160,5.5,2023-07-28 21:40:00
Touki Toussaint,100,-128,3.5,2023-07-28 19:10:00
Zack Wheeler,-150,118,6.5,2023-07-28 19:05:00
Aaron Nola,-134,106,6.5,2023-07-29 19:05:00
Adam Wainwright,100,-128,3.5,2023-07-29 19:15:00
Alek Manoah,-110,-116,5.5,2023-07-29 15:07:00
Bailey Ober,120,-152,5.5,2023-07-29 19:10:00
Brandon Pfaadt,112,-142,5.5,2023-07-29 20:10:00
Bryan Woo,120,-154,5.5,2023-07-29 20:10:00
Bryce Elder,120,-152,4.5,2023-07-29 19:20:00
Carlos Carrasco,-156,122,3.5,2023-07-29 19:10:00
Chris Flexen,108,-136,3.5,2023-07-29 20:10:00
Clarke Schmidt,120,-154,4.5,2023-07-29 19:15:00
Emmet Sheehan,114,-146,5.5,2023-07-29 21:10:00
Hunter Brown,104,-132,6.5,2023-07-29 19:15:00
James Paxton,112,-144,6.5,2023-07-29 19:15:00
Jameson Taillon,-126,-102,4.5,2023-07-29 19:15:00
Johnny Cueto,-138,108,4.5,2023-07-29 16:10:00
Jordan Lyles,-102,-126,4.5,2023-07-29 19:10:00
Julio Teheran,-134,104,3.5,2023-07-29 19:20:00
Luke Weaver,-122,-104,3.5,2023-07-29 21:10:00
Martin Perez,-106,-122,3.5,2023-07-29 20:40:00
Patrick Corbin,-172,134,3.5,2023-07-29 19:10:00
Paul Blackburn,-166,130,3.5,2023-07-29 20:10:00
Quinn Priester,-126,-102,3.5,2023-07-29 19:05:00
Reid Detmers,-102,-126,5.5,2023-07-29 15:07:00
Taj Bradley,-132,104,4.5,2023-07-29 19:15:00
Tyler Wells,-144,114,4.5,2023-07-29 19:15:00
Yu Darvish,-110,-116,6.5,2023-07-29 20:40:00
AJ Smith-Shawver,120,-152,4.5,2023-07-30 13:35:00
Aaron Civale,-118,-108,4.5,2023-07-30 14:10:00
Blake Snell,-142,112,7.5,2023-07-30 16:10:00
Brandon Bielak,102,-128,4.5,2023-07-30 14:10:00
Cody Bradford,108,-136,4.5,2023-07-30 16:10:00
Colin Rea,-128,102,3.5,2023-07-30 13:35:00
Cristopher Sanchez,126,-160,4.5,2023-07-30 13:35:00
Dean Kremer,-144,114,4.5,2023-07-30 19:10:00
Graham Ashcraft,-128,100,3.5,2023-07-30 16:10:00
Jesus Luzardo,-122,-104,7.5,2023-07-30 13:40:00
Jose Berrios,-102,-126,6.5,2023-07-30 12:05:00
Justin Verlander,-146,116,5.5,2023-07-30 13:40:00
Kenta Maeda,106,-136,5.5,2023-07-30 14:10:00
Kyle Hendricks,-120,-106,3.5,2023-07-30 14:15:00
Luis Castillo,-150,118,5.5,2023-07-30 16:10:00
Luis Medina,-122,-106,4.5,2023-07-30 15:10:00
Luis Severino,-150,120,4.5,2023-07-30 19:10:00
Merrill Kelly,-156,122,5.5,2023-07-30 16:10:00
Michael Grove,-128,100,4.5,2023-07-30 16:10:00
Michael Kopech,-146,114,4.5,2023-07-30 14:10:00
Rich Hill,-116,-108,4.5,2023-07-30 13:35:00
Ryan Yarbrough,-126,-102,3.5,2023-07-30 14:10:00
Steven Matz,110,-140,5.5,2023-07-30 14:15:00
Tarik Skubal,108,-138,5.5,2023-07-30 13:40:00
Trevor Williams,104,-132,3.5,2023-07-30 13:40:00
Tyler Anderson,-164,128,3.5,2023-07-30 12:05:00
Andrew Abbott,-126,-102,5.5,2023-07-31 20:05:00
Austin Gomber,108,-136,3.5,2023-07-31 20:40:00
Charlie Morton,-154,120,6.5,2023-07-31 19:20:00
Chris Bassitt,-110,-116,5.5,2023-07-31 19:07:00
Corbin Burnes,-152,120,5.5,2023-07-31 19:05:00
Domingo German,-112,-112,5.5,2023-07-31 19:05:00
Edward Cabrera,-122,-104,5.5,2023-07-31 18:40:00
George Kirby,-150,118,5.5,2023-07-31 21:40:00
Griffin Canning,112,-142,5.5,2023-07-31 19:20:00
J.P. France,-126,-102,3.5,2023-07-31 20:10:00
Jake Irvin,122,-156,4.5,2023-07-31 19:05:00
Kyle Gibson,-128,100,4.5,2023-07-31 19:07:00
Marcus Stroman,-146,114,4.5,2023-07-31 20:05:00
Nick Pivetta,102,-130,6.5,2023-07-31 21:40:00
Noah Syndergaard,-182,142,2.5,2023-07-31 20:10:00
Seth Lugo,118,-150,5.5,2023-07-31 20:40:00
Taijuan Walker,118,-150,4.5,2023-07-31 18:40:00
Tyler Glasnow,100,-128,7.5,2023-07-31 19:05:00
Alex Cobb,-126,-102,4.5,2023-08-01 21:45:00
Andrew Heaney,-126,-102,5.5,2023-08-01 20:05:00
Ben Lively,128,-164,4.5,2023-08-01 20:05:00
Brayan Bello,114,-146,5.5,2023-08-01 21:40:00
Bryce Miller,124,-158,5.5,2023-08-01 21:40:00
Carlos Rodon,-138,108,5.5,2023-08-01 19:05:00
Framber Valdez,-158,124,4.5,2023-08-01 20:10:00
Freddy Peralta,108,-136,5.5,2023-08-01 19:05:00
Gavin Williams,-172,134,3.5,2023-08-01 20:10:00
